animal_type,category,suburb,area,date_range,city
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2014-03-01,Townsville
Dog,Attack,Alice River,Division 1,2014-02-01,Townsville
Dog,Noise,Alice River,Division 1,2014-02-01,Townsville
Dog,Private Impound,Alice River,Division 1,2014-02-01,Townsville
Dog,Aggressive Animal,Balgal Beach,Division 1,2014-02-01,Townsville
Dog,Attack,Balgal Beach,Division 1,2014-02-01,Townsville
Dog,Enclosure,Balgal Beach,Division 1,2014-02-01,Townsville
Dog,Private Impound,Balgal Beach,Division 1,2014-02-01,Townsville
Dog,Attack,Black River,Division 1,2014-02-01,Townsville
Dog,Attack,Black River,Division 1,2014-02-01,Townsville
Dog,Attack,Black River,Division 1,2014-02-01,Townsville
Dog,Enclosure,Black River,Division 1,2014-02-01,Townsville
Dog,Aggressive Animal,Bluewater,Division 1,2014-02-01,Townsville
Dog,Enclosure,Bluewater,Division 1,2014-02-01,Townsville
Dog,Attack,Bluewater Park,Division 1,2014-02-01,Townsville
Dog,Noise,Bluewater Park,Division 1,2014-02-01,Townsville
Dog,Private Impound,Bluewater Park,Division 1,2014-02-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2014-02-01,Townsville
Dog,Private Impound,Bohle Plains,Division 1,2014-02-01,Townsville
Dog,Private Impound,Bohle Plains,Division 1,2014-02-01,Townsville
Dog,Aggressive Animal,Jensen,Division 1,2014-02-01,Townsville
Dog,Attack,Jensen,Division 1,2014-02-01,Townsville
Dog,Enclosure,Jensen,Division 1,2014-02-01,Townsville
Dog,Attack,Mount Louisa,Division 1,2014-02-01,Townsville
Dog,Enclosure,Mount Louisa,Division 1,2014-02-01,Townsville
Dog,Enclosure,Mount Louisa,Division 1,2014-02-01,Townsville
Dog,Noise,Mount Louisa,Division 1,2014-02-01,Townsville
Dog,Private Impound,Mount Louisa,Division 1,2014-02-01,Townsville
Dog,Wandering,Mount Louisa,Division 1,2014-02-01,Townsville
Dog,Wandering,Shaw,Division 1,2014-02-01,Townsville
Dog,Enclosure,Yabulu,Division 1,2014-02-01,Townsville
Dog,Noise,Alligator Creek,Division 10,2014-02-01,Townsville
Dog,Noise,Alligator Creek,Division 10,2014-02-01,Townsville
Dog,Attack,Cluden,Division 10,2014-02-01,Townsville
Dog,Noise,Idalia,Division 10,2014-02-01,Townsville
Dog,Private Impound,Idalia,Division 10,2014-02-01,Townsville
Dog,Attack,Nome,Division 10,2014-02-01,Townsville
Dog,Enclosure,Nome,Division 10,2014-02-01,Townsville
Dog,Enclosure,Nome,Division 10,2014-02-01,Townsville
Dog,Enclosure,Oonoonba,Division 10,2014-02-01,Townsville
Dog,Aggressive Animal,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Attack,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Noise,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Noise,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Noise,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Private Impound,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Private Impound,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Private Impound,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Private Impound,Railway Estate,Division 10,2014-02-01,Townsville
Dog,Private Impound,Stuart,Division 10,2014-02-01,Townsville
Dog,Enclosure,Woodstock,Division 10,2014-02-01,Townsville
Dog,Noise,Woodstock,Division 10,2014-02-01,Townsville
Dog,Aggressive Animal,Wulguru,Division 10,2014-02-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2014-02-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2014-02-01,Townsville
Dog,Noise,Wulguru,Division 10,2014-02-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2014-02-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2014-02-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2014-02-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2014-02-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2014-02-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2014-02-01,Townsville
Dog,Wandering,Wulguru,Division 10,2014-02-01,Townsville
Dog,Attack,Burdell,Division 2,2014-02-01,Townsville
Dog,Enclosure,Burdell,Division 2,2014-02-01,Townsville
Dog,Noise,Burdell,Division 2,2014-02-01,Townsville
Dog,Private Impound,Burdell,Division 2,2014-02-01,Townsville
Dog,Private Impound,Burdell,Division 2,2014-02-01,Townsville
Dog,Private Impound,Burdell,Division 2,2014-02-01,Townsville
Dog,Aggressive Animal,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Private Impound,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Private Impound,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Wandering,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Wandering,Bushland Beach,Division 2,2014-02-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 2,2014-02-01,Townsville
Dog,Attack,Deeragun,Division 2,2014-02-01,Townsville
Dog,Attack,Deeragun,Division 2,2014-02-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2014-02-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2014-02-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2014-02-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2014-02-01,Townsville
Dog,Noise,Deeragun,Division 2,2014-02-01,Townsville
Dog,Noise,Deeragun,Division 2,2014-02-01,Townsville
Dog,Noise,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2014-02-01,Townsville
Dog,Private Impound,Mount Low,Division 2,2014-02-01,Townsville
Dog,Wandering,Mount Low,Division 2,2014-02-01,Townsville
Dog,Wandering,Mount Low,Division 2,2014-02-01,Townsville
Dog,Aggressive Animal,Belgian Gardens,Division 3,2014-02-01,Townsville
Dog,Attack,Belgian Gardens,Division 3,2014-02-01,Townsville
Dog,Noise,Belgian Gardens,Division 3,2014-02-01,Townsville
Dog,Private Impound,Belgian Gardens,Division 3,2014-02-01,Townsville
Dog,Private Impound,Belgian Gardens,Division 3,2014-02-01,Townsville
Dog,Attack,Castle Hill,Division 3,2014-02-01,Townsville
Dog,Attack,Garbutt,Division 3,2014-02-01,Townsville
Dog,Attack,Garbutt,Division 3,2014-02-01,Townsville
Dog,Enclosure,Garbutt,Division 3,2014-02-01,Townsville
Dog,Enclosure,Garbutt,Division 3,2014-02-01,Townsville
Dog,Noise,Garbutt,Division 3,2014-02-01,Townsville
Cat,Private Impound,Garbutt,Division 3,2014-02-01,Townsville
Dog,Private Impound,Garbutt,Division 3,2014-02-01,Townsville
Dog,Wandering,Garbutt,Division 3,2014-02-01,Townsville
Dog,Wandering,Garbutt,Division 3,2014-02-01,Townsville
Dog,Noise,Horseshoe Bay,Division 3,2014-02-01,Townsville
Dog,Attack,North Ward,Division 3,2014-02-01,Townsville
Dog,Noise,North Ward,Division 3,2014-02-01,Townsville
Dog,Private Impound,North Ward,Division 3,2014-02-01,Townsville
Dog,Private Impound,North Ward,Division 3,2014-02-01,Townsville
Cat,Wandering,North Ward,Division 3,2014-02-01,Townsville
Dog,Noise,South Townsville,Division 3,2014-02-01,Townsville
Dog,Private Impound,South Townsville,Division 3,2014-02-01,Townsville
Dog,Private Impound,Townsville City,Division 3,2014-02-01,Townsville
Dog,Private Impound,Townsville City,Division 3,2014-02-01,Townsville
Dog,Wandering,Townsville City,Division 3,2014-02-01,Townsville
Dog,Attack,Condon,Division 4,2014-02-01,Townsville
Dog,Noise,Condon,Division 4,2014-02-01,Townsville
Cat,Private Impound,Condon,Division 4,2014-02-01,Townsville
Dog,Private Impound,Condon,Division 4,2014-02-01,Townsville
Dog,Wandering,Condon,Division 4,2014-02-01,Townsville
Dog,Wandering,Condon,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2014-02-01,Townsville
Dog,Attack,Kelso,Division 4,2014-02-01,Townsville
Dog,Attack,Kelso,Division 4,2014-02-01,Townsville
Dog,Attack,Kelso,Division 4,2014-02-01,Townsville
Dog,Attack,Kelso,Division 4,2014-02-01,Townsville
Dog,Attack,Kelso,Division 4,2014-02-01,Townsville
Dog,Attack,Kelso,Division 4,2014-02-01,Townsville
Dog,Attack,Kelso,Division 4,2014-02-01,Townsville
Dog,Enclosure,Kelso,Division 4,2014-02-01,Townsville
Dog,Enclosure,Kelso,Division 4,2014-02-01,Townsville
Dog,Enclosure,Kelso,Division 4,2014-02-01,Townsville
Dog,Enclosure,Kelso,Division 4,2014-02-01,Townsville
Dog,Enclosure,Kelso,Division 4,2014-02-01,Townsville
Dog,Noise,Kelso,Division 4,2014-02-01,Townsville
Dog,Noise,Kelso,Division 4,2014-02-01,Townsville
Dog,Noise,Kelso,Division 4,2014-02-01,Townsville
Dog,Noise,Kelso,Division 4,2014-02-01,Townsville
Cat,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Private Impound,Kelso,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Attack,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Attack,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Attack,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Noise,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Noise,Rasmussen,Division 4,2014-02-01,Townsville
Cat,Private Impound,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Wandering,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Wandering,Rasmussen,Division 4,2014-02-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 5,2014-02-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2014-02-01,Townsville
Dog,Noise,Cranbrook,Division 5,2014-02-01,Townsville
Dog,Noise,Cranbrook,Division 5,2014-02-01,Townsville
Dog,Noise,Cranbrook,Division 5,2014-02-01,Townsville
Dog,Noise,Cranbrook,Division 5,2014-02-01,Townsville
Cat,Private Impound,Cranbrook,Division 5,2014-02-01,Townsville
Dog,Private Impound,Cranbrook,Division 5,2014-02-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2014-02-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2014-02-01,Townsville
Dog,Attack,Kirwan,Division 5,2014-02-01,Townsville
Dog,Attack,Kirwan,Division 5,2014-02-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2014-02-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 5,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 5,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 5,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2014-02-01,Townsville
Dog,Wandering,Kirwan,Division 5,2014-02-01,Townsville
Dog,Wandering,Kirwan,Division 5,2014-02-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Attack,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Attack,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Attack,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Enclosure,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Enclosure,Thuringowa Central,Division 5,2014-02-01,Townsville
Cat,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Wandering,Thuringowa Central,Division 5,2014-02-01,Townsville
Dog,Attack,Annandale,Division 6,2014-02-01,Townsville
Dog,Noise,Annandale,Division 6,2014-02-01,Townsville
Dog,Private Impound,Annandale,Division 6,2014-02-01,Townsville
Dog,Private Impound,Annandale,Division 6,2014-02-01,Townsville
Dog,Wandering,Annandale,Division 6,2014-02-01,Townsville
Dog,Enclosure,Condon,Division 6,2014-02-01,Townsville
Dog,Noise,Condon,Division 6,2014-02-01,Townsville
Dog,Aggressive Animal,Douglas,Division 6,2014-02-01,Townsville
Dog,Attack,Douglas,Division 6,2014-02-01,Townsville
Dog,Noise,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Private Impound,Douglas,Division 6,2014-02-01,Townsville
Dog,Wandering,Douglas,Division 6,2014-02-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Attack,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Attack,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Attack,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Enclosure,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Enclosure,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Noise,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Private Impound,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Private Impound,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Private Impound,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Private Impound,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Private Impound,Cranbrook,Division 7,2014-02-01,Townsville
Dog,Aggressive Animal,Heatley,Division 7,2014-02-01,Townsville
Dog,Enclosure,Heatley,Division 7,2014-02-01,Townsville
Dog,Enclosure,Heatley,Division 7,2014-02-01,Townsville
Dog,Private Impound,Heatley,Division 7,2014-02-01,Townsville
Dog,Private Impound,Heatley,Division 7,2014-02-01,Townsville
Dog,Private Impound,Heatley,Division 7,2014-02-01,Townsville
Dog,Private Impound,Heatley,Division 7,2014-02-01,Townsville
Dog,Private Impound,Heatley,Division 7,2014-02-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 7,2014-02-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2014-02-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 7,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 7,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 7,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 7,2014-02-01,Townsville
Dog,Noise,Kirwan,Division 7,2014-02-01,Townsville
Cat,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2014-02-01,Townsville
Dog,Wandering,Kirwan,Division 7,2014-02-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 7,2014-02-01,Townsville
Dog,Enclosure,Mount Louisa,Division 7,2014-02-01,Townsville
Dog,Attack,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Attack,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Enclosure,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Enclosure,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Enclosure,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2014-02-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2014-02-01,Townsville
Cat,Wandering,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Wandering,Aitkenvale,Division 8,2014-02-01,Townsville
Dog,Noise,Currajong,Division 8,2014-02-01,Townsville
Dog,Private Impound,Currajong,Division 8,2014-02-01,Townsville
Dog,Private Impound,Currajong,Division 8,2014-02-01,Townsville
Dog,Attack,Garbutt,Division 8,2014-02-01,Townsville
Dog,Noise,Garbutt,Division 8,2014-02-01,Townsville
Dog,Wandering,Garbutt,Division 8,2014-02-01,Townsville
Dog,Aggressive Animal,Gulliver,Division 8,2014-02-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2014-02-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2014-02-01,Townsville
Dog,Noise,Gulliver,Division 8,2014-02-01,Townsville
Cat,Private Impound,Gulliver,Division 8,2014-02-01,Townsville
Dog,Private Impound,Gulliver,Division 8,2014-02-01,Townsville
Dog,Private Impound,Gulliver,Division 8,2014-02-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 8,2014-02-01,Townsville
Dog,Private Impound,Mount Louisa,Division 8,2014-02-01,Townsville
Dog,Private Impound,Mount Louisa,Division 8,2014-02-01,Townsville
Dog,Wandering,Mount Louisa,Division 8,2014-02-01,Townsville
Dog,Private Impound,Mundingburra,Division 8,2014-02-01,Townsville
Dog,Attack,Vincent,Division 8,2014-02-01,Townsville
Dog,Enclosure,Vincent,Division 8,2014-02-01,Townsville
Dog,Enclosure,Vincent,Division 8,2014-02-01,Townsville
Dog,Noise,Vincent,Division 8,2014-02-01,Townsville
Dog,Noise,Vincent,Division 8,2014-02-01,Townsville
Dog,Noise,Vincent,Division 8,2014-02-01,Townsville
Cat,Private Impound,Vincent,Division 8,2014-02-01,Townsville
Dog,Enclosure,Currajong,Division 9,2014-02-01,Townsville
Dog,Noise,Currajong,Division 9,2014-02-01,Townsville
Dog,Wandering,Currajong,Division 9,2014-02-01,Townsville
Dog,Private Impound,Gulliver,Division 9,2014-02-01,Townsville
Dog,Private Impound,Gulliver,Division 9,2014-02-01,Townsville
Dog,Enclosure,Hermit Park,Division 9,2014-02-01,Townsville
Dog,Enclosure,Hermit Park,Division 9,2014-02-01,Townsville
Dog,Noise,Hermit Park,Division 9,2014-02-01,Townsville
Cat,Private Impound,Hermit Park,Division 9,2014-02-01,Townsville
Cat,Private Impound,Hermit Park,Division 9,2014-02-01,Townsville
Dog,Private Impound,Hermit Park,Division 9,2014-02-01,Townsville
Dog,Private Impound,Hermit Park,Division 9,2014-02-01,Townsville
Cat,Wandering,Hermit Park,Division 9,2014-02-01,Townsville
Cat,Wandering,Hermit Park,Division 9,2014-02-01,Townsville
Cat,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Cat,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Cat,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2014-02-01,Townsville
Dog,Aggressive Animal,Mundingburra,Division 9,2014-02-01,Townsville
Dog,Enclosure,Mundingburra,Division 9,2014-02-01,Townsville
Dog,Enclosure,Mundingburra,Division 9,2014-02-01,Townsville
Dog,Noise,Mundingburra,Division 9,2014-02-01,Townsville
Dog,Noise,Mundingburra,Division 9,2014-02-01,Townsville
Cat,Private Impound,Mysterton,Division 9,2014-02-01,Townsville
Dog,Private Impound,Mysterton,Division 9,2014-02-01,Townsville
Cat,Wandering,Mysterton,Division 9,2014-02-01,Townsville
Dog,Noise,Pimlico,Division 9,2014-02-01,Townsville
Dog,Noise,Pimlico,Division 9,2014-02-01,Townsville
Dog,Aggressive Animal,Railway Estate,Division 9,2014-02-01,Townsville
Dog,Noise,Railway Estate,Division 9,2014-02-01,Townsville
Cat,Private Impound,Railway Estate,Division 9,2014-02-01,Townsville
Dog,Private Impound,Railway Estate,Division 9,2014-02-01,Townsville
Dog,Private Impound,Railway Estate,Division 9,2014-02-01,Townsville
Dog,Private Impound,Railway Estate,Division 9,2014-02-01,Townsville
Dog,Aggressive Animal,Rosslea,Division 9,2014-02-01,Townsville
Dog,Enclosure,Rosslea,Division 9,2014-02-01,Townsville
Cat,Private Impound,Rosslea,Division 9,2014-02-01,Townsville
Dog,Private Impound,Rosslea,Division 9,2014-02-01,Townsville
Dog,Private Impound,Rosslea,Division 9,2014-02-01,Townsville
Dog,Attack,Townsville City,Division 9,2014-02-01,Townsville
Dog,Attack,West End,Division 9,2014-02-01,Townsville
Dog,Noise,West End,Division 9,2014-02-01,Townsville
Dog,Wandering,Stuart,Division 10,2014-02-01,Townsville
Dog,Aggressive Animal,Unallocated,Unallocated,2014-02-01,Townsville
Dog,Aggressive Animal,Unallocated,Unallocated,2014-02-01,Townsville
Dog,Aggressive Animal,Unallocated,Unallocated,2014-02-01,Townsville
Dog,Attack,Unallocated,Unallocated,2014-02-01,Townsville
Dog,Attack,Unallocated,Unallocated,2014-02-01,Townsville
Dog,Attack,Unallocated,Unallocated,2014-02-01,Townsville
Dog,Noise,Unallocated,Unallocated,2014-02-01,Townsville
Cat,Private Impound,Unallocated,Unallocated,2014-02-01,Townsville
Cat,Private Impound,Unallocated,Unallocated,2014-02-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2014-02-01,Townsville
