animal_type,category,suburb,area,date_range,city
Dog,Aggressive Animal,Alice River,Division 1,2020-06-01,Townsville
Dog,Noise,Alice River,Division 1,2020-06-01,Townsville
Dog,Noise,Alice River,Division 1,2020-06-01,Townsville
Dog,Private Impound,Alice River,Division 1,2020-06-01,Townsville
Dog,Wandering,Alice River,Division 1,2020-06-01,Townsville
Dog,Attack,Black River,Division 1,2020-06-01,Townsville
Dog,Enclosure,Black River,Division 1,2020-06-01,Townsville
Dog,Wandering,Black River,Division 1,2020-06-01,Townsville
Dog,Enclosure,Bluewater,Division 1,2020-06-01,Townsville
Dog,Enclosure,Bluewater,Division 1,2020-06-01,Townsville
Dog,Noise,Bluewater Park,Division 1,2020-06-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2020-06-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2020-06-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2020-06-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2020-06-01,Townsville
Cat,Private Impound,Bohle Plains,Division 1,2020-06-01,Townsville
Dog,Private Impound,Bohle Plains,Division 1,2020-06-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 1,2020-06-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 1,2020-06-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 1,2020-06-01,Townsville
Dog,Attack,Deeragun,Division 1,2020-06-01,Townsville
Dog,Attack,Deeragun,Division 1,2020-06-01,Townsville
Dog,Enclosure,Deeragun,Division 1,2020-06-01,Townsville
Dog,Enclosure,Deeragun,Division 1,2020-06-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-06-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-06-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-06-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-06-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-06-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-06-01,Townsville
Cat,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Cat,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Cat,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-06-01,Townsville
Dog,Wandering,Deeragun,Division 1,2020-06-01,Townsville
Dog,Wandering,Rollingstone,Division 1,2020-06-01,Townsville
Dog,Wandering,Rollingstone,Division 1,2020-06-01,Townsville
Dog,Noise,Shaw,Division 1,2020-06-01,Townsville
Dog,Wandering,Shaw,Division 1,2020-06-01,Townsville
Dog,Wandering,Shaw,Division 1,2020-06-01,Townsville
Dog,Noise,Toolakea,Division 1,2020-06-01,Townsville
Dog,Noise,Toolakea,Division 1,2020-06-01,Townsville
Dog,Enclosure,Yabulu,Division 1,2020-06-01,Townsville
Dog,Private Impound,Yabulu,Division 1,2020-06-01,Townsville
Dog,Private Impound,Yabulu,Division 1,2020-06-01,Townsville
Dog,Wandering,Alligator Creek,Division 10,2020-06-01,Townsville
Dog,Attack,Cluden,Division 10,2020-06-01,Townsville
Dog,Wandering,Cluden,Division 10,2020-06-01,Townsville
Dog,Wandering,Cluden,Division 10,2020-06-01,Townsville
Dog,Noise,Idalia,Division 10,2020-06-01,Townsville
Dog,Wandering,Idalia,Division 10,2020-06-01,Townsville
Dog,Wandering,Idalia,Division 10,2020-06-01,Townsville
Dog,Private Impound,Murray,Division 10,2020-06-01,Townsville
Dog,Enclosure,Oonoonba,Division 10,2020-06-01,Townsville
Dog,Enclosure,Oonoonba,Division 10,2020-06-01,Townsville
Dog,Noise,Oonoonba,Division 10,2020-06-01,Townsville
Dog,Noise,Oonoonba,Division 10,2020-06-01,Townsville
Dog,Noise,Oonoonba,Division 10,2020-06-01,Townsville
Dog,Noise,Oonoonba,Division 10,2020-06-01,Townsville
Dog,Noise,Oonoonba,Division 10,2020-06-01,Townsville
Dog,Aggressive Animal,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Attack,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Attack,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Attack,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Enclosure,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Enclosure,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Enclosure,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Noise,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Attack,Reid River,Division 10,2020-06-01,Townsville
Dog,Attack,Stuart,Division 10,2020-06-01,Townsville
Dog,Wandering,Stuart,Division 10,2020-06-01,Townsville
Dog,Wandering,Stuart,Division 10,2020-06-01,Townsville
Dog,Aggressive Animal,Wulguru,Division 10,2020-06-01,Townsville
Dog,Aggressive Animal,Wulguru,Division 10,2020-06-01,Townsville
Dog,Attack,Wulguru,Division 10,2020-06-01,Townsville
Dog,Attack,Wulguru,Division 10,2020-06-01,Townsville
Dog,Attack,Wulguru,Division 10,2020-06-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2020-06-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2020-06-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2020-06-01,Townsville
Dog,Noise,Wulguru,Division 10,2020-06-01,Townsville
Dog,Noise,Wulguru,Division 10,2020-06-01,Townsville
Dog,Noise,Wulguru,Division 10,2020-06-01,Townsville
Cat,Private Impound,Wulguru,Division 10,2020-06-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-06-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-06-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-06-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-06-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-06-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-06-01,Townsville
Dog,Wandering,Wulguru,Division 10,2020-06-01,Townsville
Dog,Wandering,Wulguru,Division 10,2020-06-01,Townsville
Dog,Attack,Black River,Division 2,2020-06-01,Townsville
Dog,Enclosure,Black River,Division 2,2020-06-01,Townsville
Dog,Noise,Black River,Division 2,2020-06-01,Townsville
Dog,Wandering,Black River,Division 2,2020-06-01,Townsville
Dog,Wandering,Black River,Division 2,2020-06-01,Townsville
Dog,Aggressive Animal,Burdell,Division 2,2020-06-01,Townsville
Dog,Aggressive Animal,Burdell,Division 2,2020-06-01,Townsville
Dog,Enclosure,Burdell,Division 2,2020-06-01,Townsville
Dog,Enclosure,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Dog,Noise,Burdell,Division 2,2020-06-01,Townsville
Cat,Private Impound,Burdell,Division 2,2020-06-01,Townsville
Cat,Private Impound,Burdell,Division 2,2020-06-01,Townsville
Dog,Private Impound,Burdell,Division 2,2020-06-01,Townsville
Dog,Wandering,Burdell,Division 2,2020-06-01,Townsville
Dog,Wandering,Burdell,Division 2,2020-06-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2020-06-01,Townsville
Cat,Enclosure,Bushland Beach,Division 2,2020-06-01,Townsville
Cat,Enclosure,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Private Impound,Bushland Beach,Division 2,2020-06-01,Townsville
Dog,Aggressive Animal,Mount Low,Division 2,2020-06-01,Townsville
Dog,Aggressive Animal,Mount Low,Division 2,2020-06-01,Townsville
Dog,Aggressive Animal,Mount Low,Division 2,2020-06-01,Townsville
Dog,Aggressive Animal,Mount Low,Division 2,2020-06-01,Townsville
Dog,Attack,Mount Low,Division 2,2020-06-01,Townsville
Cat,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Cat,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Cat,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Cat,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Dog,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Dog,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Dog,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Dog,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Dog,Enclosure,Mount Low,Division 2,2020-06-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-06-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-06-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-06-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-06-01,Townsville
Dog,Private Impound,Mount Low,Division 2,2020-06-01,Townsville
Dog,Private Impound,Mount Low,Division 2,2020-06-01,Townsville
Dog,Wandering,Mount Low,Division 2,2020-06-01,Townsville
Dog,Wandering,Mount Low,Division 2,2020-06-01,Townsville
Dog,Wandering,Arcadia,Division 3,2020-06-01,Townsville
Dog,Enclosure,Belgian Gardens,Division 3,2020-06-01,Townsville
Dog,Private Impound,Belgian Gardens,Division 3,2020-06-01,Townsville
Dog,Private Impound,Belgian Gardens,Division 3,2020-06-01,Townsville
Dog,Private Impound,Belgian Gardens,Division 3,2020-06-01,Townsville
Dog,Wandering,Belgian Gardens,Division 3,2020-06-01,Townsville
Dog,Aggressive Animal,Castle Hill,Division 3,2020-06-01,Townsville
Dog,Aggressive Animal,Garbutt,Division 3,2020-06-01,Townsville
Dog,Aggressive Animal,Garbutt,Division 3,2020-06-01,Townsville
Dog,Attack,Garbutt,Division 3,2020-06-01,Townsville
Dog,Attack,Garbutt,Division 3,2020-06-01,Townsville
Dog,Attack,Garbutt,Division 3,2020-06-01,Townsville
Dog,Attack,Garbutt,Division 3,2020-06-01,Townsville
Dog,Enclosure,Garbutt,Division 3,2020-06-01,Townsville
Dog,Noise,Garbutt,Division 3,2020-06-01,Townsville
Dog,Noise,Garbutt,Division 3,2020-06-01,Townsville
Dog,Noise,Garbutt,Division 3,2020-06-01,Townsville
Dog,Noise,Garbutt,Division 3,2020-06-01,Townsville
Dog,Wandering,Garbutt,Division 3,2020-06-01,Townsville
Dog,Enclosure,Mount St John,Division 3,2020-06-01,Townsville
Dog,Wandering,Mount St John,Division 3,2020-06-01,Townsville
Dog,Enclosure,Nelly Bay,Division 3,2020-06-01,Townsville
Dog,Wandering,Nelly Bay,Division 3,2020-06-01,Townsville
Dog,Aggressive Animal,North Ward,Division 3,2020-06-01,Townsville
Dog,Enclosure,North Ward,Division 3,2020-06-01,Townsville
Dog,Noise,North Ward,Division 3,2020-06-01,Townsville
Dog,Wandering,North Ward,Division 3,2020-06-01,Townsville
Dog,Wandering,North Ward,Division 3,2020-06-01,Townsville
Dog,Wandering,North Ward,Division 3,2020-06-01,Townsville
Dog,Noise,Pallarenda,Division 3,2020-06-01,Townsville
Dog,Noise,Pallarenda,Division 3,2020-06-01,Townsville
Dog,Noise,Pallarenda,Division 3,2020-06-01,Townsville
Dog,Noise,Pallarenda,Division 3,2020-06-01,Townsville
Dog,Wandering,Pallarenda,Division 3,2020-06-01,Townsville
Dog,Aggressive Animal,South Townsville,Division 3,2020-06-01,Townsville
Dog,Attack,South Townsville,Division 3,2020-06-01,Townsville
Dog,Enclosure,South Townsville,Division 3,2020-06-01,Townsville
Dog,Enclosure,South Townsville,Division 3,2020-06-01,Townsville
Dog,Noise,South Townsville,Division 3,2020-06-01,Townsville
Dog,Wandering,South Townsville,Division 3,2020-06-01,Townsville
Dog,Wandering,South Townsville,Division 3,2020-06-01,Townsville
Dog,Wandering,South Townsville,Division 3,2020-06-01,Townsville
Dog,Noise,Townsville City,Division 3,2020-06-01,Townsville
Dog,Noise,Townsville City,Division 3,2020-06-01,Townsville
Dog,Noise,Townsville City,Division 3,2020-06-01,Townsville
Dog,Aggressive Animal,Condon,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Condon,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Condon,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Condon,Division 4,2020-06-01,Townsville
Dog,Attack,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Enclosure,Condon,Division 4,2020-06-01,Townsville
Dog,Noise,Condon,Division 4,2020-06-01,Townsville
Dog,Noise,Condon,Division 4,2020-06-01,Townsville
Cat,Private Impound,Condon,Division 4,2020-06-01,Townsville
Dog,Private Impound,Condon,Division 4,2020-06-01,Townsville
Dog,Private Impound,Condon,Division 4,2020-06-01,Townsville
Dog,Private Impound,Condon,Division 4,2020-06-01,Townsville
Dog,Wandering,Condon,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2020-06-01,Townsville
Dog,Attack,Kelso,Division 4,2020-06-01,Townsville
Dog,Attack,Kelso,Division 4,2020-06-01,Townsville
Dog,Attack,Kelso,Division 4,2020-06-01,Townsville
Dog,Attack,Kelso,Division 4,2020-06-01,Townsville
Dog,Attack,Kelso,Division 4,2020-06-01,Townsville
Dog,Enclosure,Kelso,Division 4,2020-06-01,Townsville
Dog,Enclosure,Kelso,Division 4,2020-06-01,Townsville
Dog,Enclosure,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Dog,Noise,Kelso,Division 4,2020-06-01,Townsville
Cat,Private Impound,Kelso,Division 4,2020-06-01,Townsville
Dog,Private Impound,Kelso,Division 4,2020-06-01,Townsville
Dog,Private Impound,Kelso,Division 4,2020-06-01,Townsville
Dog,Private Impound,Kelso,Division 4,2020-06-01,Townsville
Dog,Private Impound,Kelso,Division 4,2020-06-01,Townsville
Dog,Wandering,Kelso,Division 4,2020-06-01,Townsville
Dog,Wandering,Kelso,Division 4,2020-06-01,Townsville
Dog,Wandering,Kelso,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Attack,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Attack,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Attack,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Attack,Rasmussen,Division 4,2020-06-01,Townsville
Cat,Enclosure,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Noise,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Noise,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Noise,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Noise,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Noise,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Noise,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Wandering,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Wandering,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Wandering,Rasmussen,Division 4,2020-06-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 5,2020-06-01,Townsville
Cat,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Noise,Cranbrook,Division 5,2020-06-01,Townsville
Cat,Private Impound,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Private Impound,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Wandering,Cranbrook,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2020-06-01,Townsville
Dog,Attack,Kirwan,Division 5,2020-06-01,Townsville
Cat,Enclosure,Kirwan,Division 5,2020-06-01,Townsville
Cat,Enclosure,Kirwan,Division 5,2020-06-01,Townsville
Cat,Enclosure,Kirwan,Division 5,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 5,2020-06-01,Townsville
Cat,Private Impound,Kirwan,Division 5,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2020-06-01,Townsville
Dog,Attack,Mount Louisa,Division 5,2020-06-01,Townsville
Dog,Attack,Mount Louisa,Division 5,2020-06-01,Townsville
Dog,Enclosure,Mount Louisa,Division 5,2020-06-01,Townsville
Dog,Noise,Mount Louisa,Division 5,2020-06-01,Townsville
Dog,Private Impound,Mount Louisa,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Enclosure,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Enclosure,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Enclosure,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Enclosure,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Noise,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Noise,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Noise,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Noise,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Noise,Thuringowa Central,Division 5,2020-06-01,Townsville
Cat,Private Impound,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Annandale,Division 6,2020-06-01,Townsville
Dog,Aggressive Animal,Annandale,Division 6,2020-06-01,Townsville
Dog,Attack,Annandale,Division 6,2020-06-01,Townsville
Dog,Enclosure,Annandale,Division 6,2020-06-01,Townsville
Dog,Noise,Annandale,Division 6,2020-06-01,Townsville
Dog,Noise,Annandale,Division 6,2020-06-01,Townsville
Dog,Noise,Annandale,Division 6,2020-06-01,Townsville
Dog,Noise,Annandale,Division 6,2020-06-01,Townsville
Cat,Private Impound,Annandale,Division 6,2020-06-01,Townsville
Dog,Private Impound,Annandale,Division 6,2020-06-01,Townsville
Dog,Private Impound,Annandale,Division 6,2020-06-01,Townsville
Dog,Wandering,Annandale,Division 6,2020-06-01,Townsville
Dog,Aggressive Animal,Condon,Division 6,2020-06-01,Townsville
Cat,Enclosure,Condon,Division 6,2020-06-01,Townsville
Dog,Noise,Condon,Division 6,2020-06-01,Townsville
Dog,Noise,Condon,Division 6,2020-06-01,Townsville
Dog,Private Impound,Condon,Division 6,2020-06-01,Townsville
Dog,Private Impound,Condon,Division 6,2020-06-01,Townsville
Dog,Enclosure,Douglas,Division 6,2020-06-01,Townsville
Dog,Noise,Douglas,Division 6,2020-06-01,Townsville
Dog,Noise,Douglas,Division 6,2020-06-01,Townsville
Dog,Noise,Douglas,Division 6,2020-06-01,Townsville
Dog,Noise,Douglas,Division 6,2020-06-01,Townsville
Dog,Noise,Douglas,Division 6,2020-06-01,Townsville
Cat,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Cat,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Cat,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Private Impound,Douglas,Division 6,2020-06-01,Townsville
Dog,Wandering,Douglas,Division 6,2020-06-01,Townsville
Dog,Wandering,Douglas,Division 6,2020-06-01,Townsville
Dog,Wandering,Douglas,Division 6,2020-06-01,Townsville
Cat,Private Impound,Thuringowa Central,Division 6,2020-06-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 6,2020-06-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 6,2020-06-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 6,2020-06-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 6,2020-06-01,Townsville
Dog,Wandering,Thuringowa Central,Division 6,2020-06-01,Townsville
Dog,Aggressive Animal,Cosgrove,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Cosgrove,Division 7,2020-06-01,Townsville
Dog,Enclosure,Cosgrove,Division 7,2020-06-01,Townsville
Dog,Noise,Cosgrove,Division 7,2020-06-01,Townsville
Dog,Noise,Cosgrove,Division 7,2020-06-01,Townsville
Dog,Noise,Cosgrove,Division 7,2020-06-01,Townsville
Cat,Private Impound,Cosgrove,Division 7,2020-06-01,Townsville
Cat,Private Impound,Cosgrove,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Heatley,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Heatley,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Heatley,Division 7,2020-06-01,Townsville
Dog,Attack,Heatley,Division 7,2020-06-01,Townsville
Dog,Attack,Heatley,Division 7,2020-06-01,Townsville
Cat,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Enclosure,Heatley,Division 7,2020-06-01,Townsville
Dog,Noise,Heatley,Division 7,2020-06-01,Townsville
Dog,Noise,Heatley,Division 7,2020-06-01,Townsville
Dog,Noise,Heatley,Division 7,2020-06-01,Townsville
