year,animal_type,outcome,region,region_total
2004,Cats,Currently In Care,Victoria,193
2004,Cats,Currently In Care,Western Australia,45
2004,Cats,Transferred,Australian Capital Territory,14
2004,Cats,Transferred,New South Wales,0
2004,Cats,Transferred,Northern Territory,0
2004,Cats,Transferred,Queensland,0
2004,Cats,Transferred,South Australia,0
2004,Cats,Transferred,Tasmania,193
2004,Cats,Transferred,Victoria,804
2004,Cats,Transferred,Western Australia,0
2004,Cats,Euthanized,Australian Capital Territory,1010
2004,Cats,Euthanized,New South Wales,8255
2004,Cats,Euthanized,Northern Territory,617
2004,Cats,Euthanized,Queensland,10469
2004,Cats,Euthanized,South Australia,1748
2004,Cats,Euthanized,Tasmania,657
2004,Cats,Euthanized,Victoria,9133
2004,Cats,Euthanized,Western Australia,52
2004,Cats,Other,Australian Capital Territory,24
2004,Cats,Other,New South Wales,45
2004,Cats,Other,Northern Territory,20
2004,Cats,Other,Queensland,154
2004,Cats,Other,South Australia,0
2004,Cats,Other,Tasmania,15
2004,Cats,Other,Victoria,35
2004,Cats,Other,Western Australia,0
2004,Horses,Reclaimed,Australian Capital Territory,1
2004,Horses,Reclaimed,New South Wales,3
2004,Horses,Reclaimed,Northern Territory,0
2004,Horses,Reclaimed,Queensland,0
2004,Horses,Reclaimed,South Australia,0
2004,Horses,Reclaimed,Tasmania,2
2004,Horses,Reclaimed,Victoria,4
2004,Horses,Reclaimed,Western Australia,0
2004,Horses,Rehomed,Australian Capital Territory,1
2004,Horses,Rehomed,New South Wales,4
2004,Horses,Rehomed,Northern Territory,0
2004,Horses,Rehomed,Queensland,5
2004,Horses,Rehomed,South Australia,1
2004,Horses,Rehomed,Tasmania,1
2004,Horses,Rehomed,Victoria,0
2004,Horses,Rehomed,Western Australia,10
2004,Horses,Currently In Care,Australian Capital Territory,2
2004,Horses,Currently In Care,New South Wales,4
2004,Horses,Currently In Care,Northern Territory,0
2004,Horses,Currently In Care,Queensland,0
2004,Horses,Currently In Care,South Australia,2
2004,Horses,Currently In Care,Tasmania,0
2004,Horses,Currently In Care,Victoria,2
2004,Horses,Currently In Care,Western Australia,1
2004,Horses,Transferred,Australian Capital Territory,0
2004,Horses,Transferred,New South Wales,0
2004,Horses,Transferred,Northern Territory,0
2004,Horses,Transferred,Queensland,0
2004,Horses,Transferred,South Australia,0
2004,Horses,Transferred,Tasmania,0
2004,Horses,Transferred,Victoria,1
2004,Horses,Transferred,Western Australia,0
2004,Horses,Euthanized,Australian Capital Territory,0
2004,Horses,Euthanized,New South Wales,0
2004,Horses,Euthanized,Northern Territory,0
2004,Horses,Euthanized,Queensland,1
2004,Horses,Euthanized,South Australia,1
2004,Horses,Euthanized,Tasmania,0
2004,Horses,Euthanized,Victoria,0
2004,Horses,Euthanized,Western Australia,2
2004,Horses,Other,Australian Capital Territory,0
2004,Horses,Other,New South Wales,3
2004,Horses,Other,Northern Territory,0
2004,Horses,Other,Queensland,2
2004,Horses,Other,South Australia,0
2004,Horses,Other,Tasmania,0
2004,Horses,Other,Victoria,0
2004,Horses,Other,Western Australia,0
2004,Livestock,Reclaimed,Australian Capital Territory,1
2004,Livestock,Reclaimed,New South Wales,4
2004,Livestock,Reclaimed,Northern Territory,0
2004,Livestock,Reclaimed,Queensland,4
2004,Livestock,Reclaimed,South Australia,6
2004,Livestock,Reclaimed,Tasmania,23
2004,Livestock,Reclaimed,Victoria,18
2004,Livestock,Reclaimed,Western Australia,0
2004,Livestock,Rehomed,Australian Capital Territory,55
2004,Livestock,Rehomed,New South Wales,158
2004,Livestock,Rehomed,Northern Territory,17
2004,Livestock,Rehomed,Queensland,148
2004,Livestock,Rehomed,South Australia,26
2004,Livestock,Rehomed,Tasmania,89
2004,Livestock,Rehomed,Victoria,42
2004,Livestock,Rehomed,Western Australia,21
2004,Livestock,Currently In Care,Australian Capital Territory,2
2004,Livestock,Currently In Care,New South Wales,583
2004,Livestock,Currently In Care,Northern Territory,4
2004,Livestock,Currently In Care,Queensland,51
2004,Livestock,Currently In Care,South Australia,6
2004,Livestock,Currently In Care,Tasmania,5
2004,Livestock,Currently In Care,Victoria,17
2004,Livestock,Currently In Care,Western Australia,1
2004,Livestock,Transferred,Australian Capital Territory,0
2004,Livestock,Transferred,New South Wales,0
2004,Livestock,Transferred,Northern Territory,0
2004,Livestock,Transferred,Queensland,0
2004,Livestock,Transferred,South Australia,0
2004,Livestock,Transferred,Tasmania,1
2004,Livestock,Transferred,Victoria,165
2004,Livestock,Transferred,Western Australia,0
2004,Livestock,Euthanized,Australian Capital Territory,45
2004,Livestock,Euthanized,New South Wales,228
2004,Livestock,Euthanized,Northern Territory,2
2004,Livestock,Euthanized,Queensland,332
2004,Livestock,Euthanized,South Australia,77
2004,Livestock,Euthanized,Tasmania,3
2004,Livestock,Euthanized,Victoria,119
2004,Livestock,Euthanized,Western Australia,2
2004,Livestock,Other,Australian Capital Territory,1
2004,Livestock,Other,New South Wales,8
2004,Livestock,Other,Northern Territory,0
2004,Livestock,Other,Queensland,237
2004,Livestock,Other,South Australia,0
2004,Livestock,Other,Tasmania,11
2004,Livestock,Other,Victoria,1
2004,Livestock,Other,Western Australia,0
2004,Wildlife,Released,Australian Capital Territory,652
2004,Wildlife,Released,New South Wales,33
2004,Wildlife,Released,Northern Territory,0
2004,Wildlife,Released,Queensland,233
2004,Wildlife,Released,South Australia,123
2004,Wildlife,Released,Tasmania,20
2004,Wildlife,Released,Victoria,132
2004,Wildlife,Released,Western Australia,0
2004,Wildlife,Currently In Care,Australian Capital Territory,55
2004,Wildlife,Currently In Care,New South Wales,8
2004,Wildlife,Currently In Care,Northern Territory,0
2004,Wildlife,Currently In Care,Queensland,29
2004,Wildlife,Currently In Care,South Australia,0
2004,Wildlife,Currently In Care,Tasmania,0
2004,Wildlife,Currently In Care,Victoria,63
2004,Wildlife,Currently In Care,Western Australia,0
2004,Wildlife,Transferred,Australian Capital Territory,9
2004,Wildlife,Transferred,New South Wales,0
2004,Wildlife,Transferred,Northern Territory,23
2004,Wildlife,Transferred,Queensland,389
2004,Wildlife,Transferred,South Australia,0
2004,Wildlife,Transferred,Tasmania,149
2004,Wildlife,Transferred,Victoria,1602
2004,Wildlife,Transferred,Western Australia,0
2004,Wildlife,Euthanized,Australian Capital Territory,720
2004,Wildlife,Euthanized,New South Wales,174
2004,Wildlife,Euthanized,Northern Territory,0
2004,Wildlife,Euthanized,Queensland,2089
2004,Wildlife,Euthanized,South Australia,217
2004,Wildlife,Euthanized,Tasmania,57
2004,Wildlife,Euthanized,Victoria,1766
2004,Wildlife,Euthanized,Western Australia,2
2004,Wildlife,Other,Australian Capital Territory,604
2004,Wildlife,Other,New South Wales,41
2004,Wildlife,Other,Northern Territory,0
2004,Wildlife,Other,Queensland,349
2004,Wildlife,Other,South Australia,0
2004,Wildlife,Other,Tasmania,14
2004,Wildlife,Other,Victoria,121
2004,Wildlife,Other,Western Australia,0
2004,Other Animals,Reclaimed,Australian Capital Territory,15
2004,Other Animals,Reclaimed,New South Wales,12
2004,Other Animals,Reclaimed,Northern Territory,0
2004,Other Animals,Reclaimed,Queensland,30
2004,Other Animals,Reclaimed,South Australia,6
2004,Other Animals,Reclaimed,Tasmania,20
2004,Other Animals,Reclaimed,Victoria,50
2004,Other Animals,Reclaimed,Western Australia,1
2004,Other Animals,Rehomed,Australian Capital Territory,138
2004,Other Animals,Rehomed,New South Wales,238
2004,Other Animals,Rehomed,Northern Territory,11
2004,Other Animals,Rehomed,Queensland,111
2004,Other Animals,Rehomed,South Australia,85
2004,Other Animals,Rehomed,Tasmania,93
2004,Other Animals,Rehomed,Victoria,312
2004,Other Animals,Rehomed,Western Australia,22
2004,Other Animals,Currently In Care,Australian Capital Territory,12
2004,Other Animals,Currently In Care,New South Wales,233
2004,Other Animals,Currently In Care,Northern Territory,2
2004,Other Animals,Currently In Care,Queensland,34
2004,Other Animals,Currently In Care,South Australia,6
2004,Other Animals,Currently In Care,Tasmania,3
2004,Other Animals,Currently In Care,Victoria,29
2004,Other Animals,Currently In Care,Western Australia,1
2004,Other Animals,Transferred,Australian Capital Territory,2
2004,Other Animals,Transferred,New South Wales,0
2004,Other Animals,Transferred,Northern Territory,5
2004,Other Animals,Transferred,Queensland,0
2004,Other Animals,Transferred,South Australia,0
2004,Other Animals,Transferred,Tasmania,2
2004,Other Animals,Transferred,Victoria,13
2004,Other Animals,Transferred,Western Australia,0
2004,Other Animals,Euthanized,Australian Capital Territory,219
2004,Other Animals,Euthanized,New South Wales,1210
2004,Other Animals,Euthanized,Northern Territory,0
2004,Other Animals,Euthanized,Queensland,666
2004,Other Animals,Euthanized,South Australia,278
2004,Other Animals,Euthanized,Tasmania,26
2004,Other Animals,Euthanized,Victoria,495
2004,Other Animals,Euthanized,Western Australia,2
2004,Other Animals,Other,Australian Capital Territory,13
2004,Other Animals,Other,New South Wales,11
2004,Other Animals,Other,Northern Territory,0
2004,Other Animals,Other,Queensland,162
2004,Other Animals,Other,South Australia,0
2004,Other Animals,Other,Tasmania,9
2004,Other Animals,Other,Victoria,21
2004,Other Animals,Other,Western Australia,0
2005,Dogs,Reclaimed,Australian Capital Territory,518
2005,Dogs,Reclaimed,New South Wales,7598
2005,Dogs,Reclaimed,Northern Territory,183
2005,Dogs,Reclaimed,Queensland,3197
2005,Dogs,Reclaimed,South Australia,2208
2005,Dogs,Reclaimed,Tasmania,635
2005,Dogs,Reclaimed,Victoria,7126
2005,Dogs,Reclaimed,Western Australia,430
2005,Dogs,Rehomed,Australian Capital Territory,667
2005,Dogs,Rehomed,New South Wales,5075
2005,Dogs,Rehomed,Northern Territory,606
2005,Dogs,Rehomed,Queensland,5323
2005,Dogs,Rehomed,South Australia,552
2005,Dogs,Rehomed,Tasmania,696
2005,Dogs,Rehomed,Victoria,4508
2005,Dogs,Rehomed,Western Australia,772
2005,Dogs,Currently In Care,Australian Capital Territory,57
2005,Dogs,Currently In Care,New South Wales,657
2005,Dogs,Currently In Care,Northern Territory,NA
2005,Dogs,Currently In Care,Queensland,456
2005,Dogs,Currently In Care,South Australia,97
2005,Dogs,Currently In Care,Tasmania,79
2005,Dogs,Currently In Care,Victoria,472
2005,Dogs,Currently In Care,Western Australia,133
2005,Dogs,Transferred,Australian Capital Territory,0
2005,Dogs,Transferred,New South Wales,390
2005,Dogs,Transferred,Northern Territory,NA
2005,Dogs,Transferred,Queensland,47
2005,Dogs,Transferred,South Australia,451
2005,Dogs,Transferred,Tasmania,127
2005,Dogs,Transferred,Victoria,0
2005,Dogs,Transferred,Western Australia,0
2005,Dogs,Euthanized,Australian Capital Territory,188
2005,Dogs,Euthanized,New South Wales,8146
2005,Dogs,Euthanized,Northern Territory,505
2005,Dogs,Euthanized,Queensland,6883
2005,Dogs,Euthanized,South Australia,1274
2005,Dogs,Euthanized,Tasmania,344
2005,Dogs,Euthanized,Victoria,4141
2005,Dogs,Euthanized,Western Australia,73
2005,Dogs,Other,Australian Capital Territory,5
2005,Dogs,Other,New South Wales,211
2005,Dogs,Other,Northern Territory,3
2005,Dogs,Other,Queensland,1403
2005,Dogs,Other,South Australia,NA
2005,Dogs,Other,Tasmania,8
2005,Dogs,Other,Victoria,100
2005,Dogs,Other,Western Australia,0
2005,Cats,Reclaimed,Australian Capital Territory,278
2005,Cats,Reclaimed,New South Wales,308
2005,Cats,Reclaimed,Northern Territory,19
2005,Cats,Reclaimed,Queensland,460
2005,Cats,Reclaimed,South Australia,136
2005,Cats,Reclaimed,Tasmania,51
2005,Cats,Reclaimed,Victoria,728
2005,Cats,Reclaimed,Western Australia,3
2005,Cats,Rehomed,Australian Capital Territory,1223
2005,Cats,Rehomed,New South Wales,4442
2005,Cats,Rehomed,Northern Territory,384
2005,Cats,Rehomed,Queensland,4514
2005,Cats,Rehomed,South Australia,1235
2005,Cats,Rehomed,Tasmania,900
2005,Cats,Rehomed,Victoria,5702
2005,Cats,Rehomed,Western Australia,391
2005,Cats,Currently In Care,Australian Capital Territory,45
2005,Cats,Currently In Care,New South Wales,399
2005,Cats,Currently In Care,Northern Territory,NA
2005,Cats,Currently In Care,Queensland,474
2005,Cats,Currently In Care,South Australia,96
2005,Cats,Currently In Care,Tasmania,52
2005,Cats,Currently In Care,Victoria,218
2005,Cats,Currently In Care,Western Australia,52
2005,Cats,Transferred,Australian Capital Territory,0
2005,Cats,Transferred,New South Wales,18
2005,Cats,Transferred,Northern Territory,NA
2005,Cats,Transferred,Queensland,21
2005,Cats,Transferred,South Australia,0
2005,Cats,Transferred,Tasmania,300
2005,Cats,Transferred,Victoria,829
2005,Cats,Transferred,Western Australia,0
2005,Cats,Euthanized,Australian Capital Territory,1040
2005,Cats,Euthanized,New South Wales,9959
2005,Cats,Euthanized,Northern Territory,801
2005,Cats,Euthanized,Queensland,12727
2005,Cats,Euthanized,South Australia,3260
2005,Cats,Euthanized,Tasmania,1121
2005,Cats,Euthanized,Victoria,8073
2005,Cats,Euthanized,Western Australia,29
2005,Cats,Other,Australian Capital Territory,12
2005,Cats,Other,New South Wales,151
2005,Cats,Other,Northern Territory,17
2005,Cats,Other,Queensland,635
2005,Cats,Other,South Australia,0
2005,Cats,Other,Tasmania,15
2005,Cats,Other,Victoria,65
2005,Cats,Other,Western Australia,0
2005,Horses,Reclaimed,Australian Capital Territory,0
2005,Horses,Reclaimed,New South Wales,14
2005,Horses,Reclaimed,Northern Territory,0
2005,Horses,Reclaimed,Queensland,6
2005,Horses,Reclaimed,South Australia,0
2005,Horses,Reclaimed,Tasmania,8
2005,Horses,Reclaimed,Victoria,2
2005,Horses,Reclaimed,Western Australia,0
2005,Horses,Rehomed,Australian Capital Territory,1
2005,Horses,Rehomed,New South Wales,15
2005,Horses,Rehomed,Northern Territory,0
2005,Horses,Rehomed,Queensland,13
2005,Horses,Rehomed,South Australia,0
2005,Horses,Rehomed,Tasmania,0
2005,Horses,Rehomed,Victoria,2
2005,Horses,Rehomed,Western Australia,2
2005,Horses,Currently In Care,Australian Capital Territory,2
2005,Horses,Currently In Care,New South Wales,3
2005,Horses,Currently In Care,Northern Territory,0
2005,Horses,Currently In Care,Queensland,7
2005,Horses,Currently In Care,South Australia,2
2005,Horses,Currently In Care,Tasmania,2
2005,Horses,Currently In Care,Victoria,0
2005,Horses,Currently In Care,Western Australia,0
2005,Horses,Transferred,Australian Capital Territory,0
2005,Horses,Transferred,New South Wales,10
2005,Horses,Transferred,Northern Territory,0
2005,Horses,Transferred,Queensland,0
2005,Horses,Transferred,South Australia,0
2005,Horses,Transferred,Tasmania,0
2005,Horses,Transferred,Victoria,0
2005,Horses,Transferred,Western Australia,0
2005,Horses,Euthanized,Australian Capital Territory,0
2005,Horses,Euthanized,New South Wales,1
2005,Horses,Euthanized,Northern Territory,0
2005,Horses,Euthanized,Queensland,1
2005,Horses,Euthanized,South Australia,4
2005,Horses,Euthanized,Tasmania,1
2005,Horses,Euthanized,Victoria,1
2005,Horses,Euthanized,Western Australia,0
2005,Horses,Other,Australian Capital Territory,0
2005,Horses,Other,New South Wales,0
2005,Horses,Other,Northern Territory,0
2005,Horses,Other,Queensland,0
2005,Horses,Other,South Australia,0
2005,Horses,Other,Tasmania,0
2005,Horses,Other,Victoria,0
2005,Horses,Other,Western Australia,0
2005,Livestock,Reclaimed,Australian Capital Territory,3
2005,Livestock,Reclaimed,New South Wales,45
2005,Livestock,Reclaimed,Northern Territory,0
2005,Livestock,Reclaimed,Queensland,15
2005,Livestock,Reclaimed,South Australia,29
2005,Livestock,Reclaimed,Tasmania,4
2005,Livestock,Reclaimed,Victoria,90
2005,Livestock,Reclaimed,Western Australia,0
2005,Livestock,Rehomed,Australian Capital Territory,112
2005,Livestock,Rehomed,New South Wales,396
2005,Livestock,Rehomed,Northern Territory,0
2005,Livestock,Rehomed,Queensland,404
2005,Livestock,Rehomed,South Australia,271
2005,Livestock,Rehomed,Tasmania,102
2005,Livestock,Rehomed,Victoria,159
2005,Livestock,Rehomed,Western Australia,5
2005,Livestock,Currently In Care,Australian Capital Territory,9
2005,Livestock,Currently In Care,New South Wales,101
2005,Livestock,Currently In Care,Northern Territory,0
2005,Livestock,Currently In Care,Queensland,26
2005,Livestock,Currently In Care,South Australia,13
2005,Livestock,Currently In Care,Tasmania,0
2005,Livestock,Currently In Care,Victoria,6
2005,Livestock,Currently In Care,Western Australia,0
2005,Livestock,Transferred,Australian Capital Territory,0
2005,Livestock,Transferred,New South Wales,70
2005,Livestock,Transferred,Northern Territory,0
2005,Livestock,Transferred,Queensland,0
2005,Livestock,Transferred,South Australia,0
2005,Livestock,Transferred,Tasmania,9
2005,Livestock,Transferred,Victoria,0
2005,Livestock,Transferred,Western Australia,0
2005,Livestock,Euthanized,Australian Capital Territory,54
2005,Livestock,Euthanized,New South Wales,364
2005,Livestock,Euthanized,Northern Territory,0
2005,Livestock,Euthanized,Queensland,377
2005,Livestock,Euthanized,South Australia,70
2005,Livestock,Euthanized,Tasmania,14
2005,Livestock,Euthanized,Victoria,144
2005,Livestock,Euthanized,Western Australia,1
2005,Livestock,Other,Australian Capital Territory,0
2005,Livestock,Other,New South Wales,49
2005,Livestock,Other,Northern Territory,0
2005,Livestock,Other,Queensland,75
2005,Livestock,Other,South Australia,0
2005,Livestock,Other,Tasmania,0
2005,Livestock,Other,Victoria,1
2005,Livestock,Other,Western Australia,0
2005,Wildlife,Released,Australian Capital Territory,791
2005,Wildlife,Released,New South Wales,41
2005,Wildlife,Released,Northern Territory,0
2005,Wildlife,Released,Queensland,882
2005,Wildlife,Released,South Australia,89
2005,Wildlife,Released,Tasmania,18
2005,Wildlife,Released,Victoria,0
2005,Wildlife,Released,Western Australia,0
2005,Wildlife,Currently In Care,Australian Capital Territory,53
2005,Wildlife,Currently In Care,New South Wales,3
2005,Wildlife,Currently In Care,Northern Territory,0
2005,Wildlife,Currently In Care,Queensland,22
2005,Wildlife,Currently In Care,South Australia,0
2005,Wildlife,Currently In Care,Tasmania,0
2005,Wildlife,Currently In Care,Victoria,39
2005,Wildlife,Currently In Care,Western Australia,0
2005,Wildlife,Transferred,Australian Capital Territory,0
2005,Wildlife,Transferred,New South Wales,242
2005,Wildlife,Transferred,Northern Territory,0
2005,Wildlife,Transferred,Queensland,1
2005,Wildlife,Transferred,South Australia,118
2005,Wildlife,Transferred,Tasmania,124
2005,Wildlife,Transferred,Victoria,1091
2005,Wildlife,Transferred,Western Australia,0
2005,Wildlife,Euthanized,Australian Capital Territory,1028
2005,Wildlife,Euthanized,New South Wales,257
2005,Wildlife,Euthanized,Northern Territory,0
2005,Wildlife,Euthanized,Queensland,2626
2005,Wildlife,Euthanized,South Australia,254
2005,Wildlife,Euthanized,Tasmania,58
2005,Wildlife,Euthanized,Victoria,1864
2005,Wildlife,Euthanized,Western Australia,0
2005,Wildlife,Other,Australian Capital Territory,664
2005,Wildlife,Other,New South Wales,125
2005,Wildlife,Other,Northern Territory,0
2005,Wildlife,Other,Queensland,478
2005,Wildlife,Other,South Australia,0
2005,Wildlife,Other,Tasmania,32
2005,Wildlife,Other,Victoria,151
2005,Wildlife,Other,Western Australia,0
2005,Other Animals,Reclaimed,Australian Capital Territory,5
2005,Other Animals,Reclaimed,New South Wales,41
2005,Other Animals,Reclaimed,Northern Territory,NA
2005,Other Animals,Reclaimed,Queensland,54
2005,Other Animals,Reclaimed,South Australia,10
2005,Other Animals,Reclaimed,Tasmania,5
2005,Other Animals,Reclaimed,Victoria,47
2005,Other Animals,Reclaimed,Western Australia,0
2005,Other Animals,Rehomed,Australian Capital Territory,113
2005,Other Animals,Rehomed,New South Wales,249
2005,Other Animals,Rehomed,Northern Territory,NA
2005,Other Animals,Rehomed,Queensland,694
2005,Other Animals,Rehomed,South Australia,108
2005,Other Animals,Rehomed,Tasmania,95
2005,Other Animals,Rehomed,Victoria,329
2005,Other Animals,Rehomed,Western Australia,6
2005,Other Animals,Currently In Care,Australian Capital Territory,24
2005,Other Animals,Currently In Care,New South Wales,41
2005,Other Animals,Currently In Care,Northern Territory,NA
2005,Other Animals,Currently In Care,Queensland,80
2005,Other Animals,Currently In Care,South Australia,2
2005,Other Animals,Currently In Care,Tasmania,1
2005,Other Animals,Currently In Care,Victoria,76
2005,Other Animals,Currently In Care,Western Australia,0
2005,Other Animals,Transferred,Australian Capital Territory,0
2005,Other Animals,Transferred,New South Wales,260
2005,Other Animals,Transferred,Northern Territory,NA
2005,Other Animals,Transferred,Queensland,0
2005,Other Animals,Transferred,South Australia,0
2005,Other Animals,Transferred,Tasmania,0
2005,Other Animals,Transferred,Victoria,0
2005,Other Animals,Transferred,Western Australia,0
2005,Other Animals,Euthanized,Australian Capital Territory,181
2005,Other Animals,Euthanized,New South Wales,1074
2005,Other Animals,Euthanized,Northern Territory,NA
2005,Other Animals,Euthanized,Queensland,645
2005,Other Animals,Euthanized,South Australia,222
2005,Other Animals,Euthanized,Tasmania,11
2005,Other Animals,Euthanized,Victoria,373
2005,Other Animals,Euthanized,Western Australia,1
2005,Other Animals,Other,Australian Capital Territory,0
2005,Other Animals,Other,New South Wales,362
2005,Other Animals,Other,Northern Territory,NA
2005,Other Animals,Other,Queensland,97
2005,Other Animals,Other,South Australia,NA
2005,Other Animals,Other,Tasmania,2
2005,Other Animals,Other,Victoria,20
2005,Other Animals,Other,Western Australia,0
2006,Dogs,Reclaimed,Australian Capital Territory,564
2006,Dogs,Reclaimed,New South Wales,5062
2006,Dogs,Reclaimed,Northern Territory,147
2006,Dogs,Reclaimed,Queensland,3216
2006,Dogs,Reclaimed,South Australia,1957
2006,Dogs,Reclaimed,Tasmania,714
2006,Dogs,Reclaimed,Victoria,8159
2006,Dogs,Reclaimed,Western Australia,499
2006,Dogs,Rehomed,Australian Capital Territory,558
2006,Dogs,Rehomed,New South Wales,5746
2006,Dogs,Rehomed,Northern Territory,593
2006,Dogs,Rehomed,Queensland,5349
2006,Dogs,Rehomed,South Australia,743
2006,Dogs,Rehomed,Tasmania,812
2006,Dogs,Rehomed,Victoria,4769
2006,Dogs,Rehomed,Western Australia,956
2006,Dogs,Currently In Care,Australian Capital Territory,58
2006,Dogs,Currently In Care,New South Wales,913
2006,Dogs,Currently In Care,Northern Territory,39
2006,Dogs,Currently In Care,Queensland,429
2006,Dogs,Currently In Care,South Australia,69
2006,Dogs,Currently In Care,Tasmania,96
2006,Dogs,Currently In Care,Victoria,326
2006,Dogs,Currently In Care,Western Australia,104
2006,Dogs,Transferred,Australian Capital Territory,42
2006,Dogs,Transferred,New South Wales,1300
2006,Dogs,Transferred,Northern Territory,0
2006,Dogs,Transferred,Queensland,4
2006,Dogs,Transferred,South Australia,279
2006,Dogs,Transferred,Tasmania,140
2006,Dogs,Transferred,Victoria,0
2006,Dogs,Transferred,Western Australia,0
2006,Dogs,Euthanized,Australian Capital Territory,179
2006,Dogs,Euthanized,New South Wales,8597
2006,Dogs,Euthanized,Northern Territory,506
2006,Dogs,Euthanized,Queensland,6946
2006,Dogs,Euthanized,South Australia,1285
2006,Dogs,Euthanized,Tasmania,314
2006,Dogs,Euthanized,Victoria,3926
2006,Dogs,Euthanized,Western Australia,220
2006,Dogs,Other,Australian Capital Territory,5
2006,Dogs,Other,New South Wales,189
2006,Dogs,Other,Northern Territory,2
2006,Dogs,Other,Queensland,1512
2006,Dogs,Other,South Australia,226
2006,Dogs,Other,Tasmania,NA
2006,Dogs,Other,Victoria,153
2006,Dogs,Other,Western Australia,5
2006,Cats,Reclaimed,Australian Capital Territory,111
2006,Cats,Reclaimed,New South Wales,298
2006,Cats,Reclaimed,Northern Territory,11
2006,Cats,Reclaimed,Queensland,456
2006,Cats,Reclaimed,South Australia,138
2006,Cats,Reclaimed,Tasmania,8
2006,Cats,Reclaimed,Victoria,750
2006,Cats,Reclaimed,Western Australia,1
2006,Cats,Rehomed,Australian Capital Territory,1218
2006,Cats,Rehomed,New South Wales,4542
2006,Cats,Rehomed,Northern Territory,344
2006,Cats,Rehomed,Queensland,5206
2006,Cats,Rehomed,South Australia,1340
2006,Cats,Rehomed,Tasmania,994
2006,Cats,Rehomed,Victoria,4926
2006,Cats,Rehomed,Western Australia,635
2006,Cats,Currently In Care,Australian Capital Territory,47
2006,Cats,Currently In Care,New South Wales,756
2006,Cats,Currently In Care,Northern Territory,49
2006,Cats,Currently In Care,Queensland,478
2006,Cats,Currently In Care,South Australia,73
2006,Cats,Currently In Care,Tasmania,76
2006,Cats,Currently In Care,Victoria,202
2006,Cats,Currently In Care,Western Australia,52
2006,Cats,Transferred,Australian Capital Territory,5
2006,Cats,Transferred,New South Wales,353
2006,Cats,Transferred,Northern Territory,0
2006,Cats,Transferred,Queensland,13
2006,Cats,Transferred,South Australia,0
2006,Cats,Transferred,Tasmania,412
2006,Cats,Transferred,Victoria,609
2006,Cats,Transferred,Western Australia,0
2006,Cats,Euthanized,Australian Capital Territory,1130
2006,Cats,Euthanized,New South Wales,9773
2006,Cats,Euthanized,Northern Territory,795
2006,Cats,Euthanized,Queensland,10257
2006,Cats,Euthanized,South Australia,2877
2006,Cats,Euthanized,Tasmania,1340
2006,Cats,Euthanized,Victoria,7061
2006,Cats,Euthanized,Western Australia,110
2006,Cats,Other,Australian Capital Territory,27
2006,Cats,Other,New South Wales,145
2006,Cats,Other,Northern Territory,18
2006,Cats,Other,Queensland,683
2006,Cats,Other,South Australia,136
2006,Cats,Other,Tasmania,0
2006,Cats,Other,Victoria,25
2006,Cats,Other,Western Australia,0
2006,Horses,Reclaimed,Australian Capital Territory,1
2006,Horses,Reclaimed,New South Wales,6
2006,Horses,Reclaimed,Northern Territory,0
2006,Horses,Reclaimed,Queensland,6
2006,Horses,Reclaimed,South Australia,1
2006,Horses,Reclaimed,Tasmania,4
2006,Horses,Reclaimed,Victoria,2
2006,Horses,Reclaimed,Western Australia,0
2006,Horses,Rehomed,Australian Capital Territory,5
2006,Horses,Rehomed,New South Wales,35
2006,Horses,Rehomed,Northern Territory,0
2006,Horses,Rehomed,Queensland,13
2006,Horses,Rehomed,South Australia,1
2006,Horses,Rehomed,Tasmania,2
2006,Horses,Rehomed,Victoria,0
2006,Horses,Rehomed,Western Australia,0
2006,Horses,Currently In Care,Australian Capital Territory,0
2006,Horses,Currently In Care,New South Wales,21
2006,Horses,Currently In Care,Northern Territory,0
2006,Horses,Currently In Care,Queensland,11
2006,Horses,Currently In Care,South Australia,1
2006,Horses,Currently In Care,Tasmania,9
2006,Horses,Currently In Care,Victoria,35
2006,Horses,Currently In Care,Western Australia,0
2006,Horses,Transferred,Australian Capital Territory,0
2006,Horses,Transferred,New South Wales,0
2006,Horses,Transferred,Northern Territory,0
2006,Horses,Transferred,Queensland,0
2006,Horses,Transferred,South Australia,0
2006,Horses,Transferred,Tasmania,0
2006,Horses,Transferred,Victoria,0
2006,Horses,Transferred,Western Australia,0
2006,Horses,Euthanized,Australian Capital Territory,0
2006,Horses,Euthanized,New South Wales,6
2006,Horses,Euthanized,Northern Territory,0
2006,Horses,Euthanized,Queensland,7
2006,Horses,Euthanized,South Australia,4
2006,Horses,Euthanized,Tasmania,1
2006,Horses,Euthanized,Victoria,1
2006,Horses,Euthanized,Western Australia,0
2006,Horses,Other,Australian Capital Territory,0
2006,Horses,Other,New South Wales,0
2006,Horses,Other,Northern Territory,0
2006,Horses,Other,Queensland,0
2006,Horses,Other,South Australia,0
2006,Horses,Other,Tasmania,0
2006,Horses,Other,Victoria,1
2006,Horses,Other,Western Australia,0
2006,Livestock,Reclaimed,Australian Capital Territory,2
2006,Livestock,Reclaimed,New South Wales,9
2006,Livestock,Reclaimed,Northern Territory,NA
2006,Livestock,Reclaimed,Queensland,30
2006,Livestock,Reclaimed,South Australia,5
2006,Livestock,Reclaimed,Tasmania,7
2006,Livestock,Reclaimed,Victoria,42
2006,Livestock,Reclaimed,Western Australia,0
