year,animal_type,outcome,region,region_total
2009,Cats,Reclaimed,Australian Capital Territory,191
2009,Cats,Reclaimed,New South Wales,484
2009,Cats,Reclaimed,Northern Territory,21
2009,Cats,Reclaimed,Queensland,550
2009,Cats,Reclaimed,South Australia,222
2009,Cats,Reclaimed,Tasmania,64
2009,Cats,Reclaimed,Victoria,919
2009,Cats,Reclaimed,Western Australia,0
2009,Cats,Rehomed,Australian Capital Territory,1235
2009,Cats,Rehomed,New South Wales,4668
2009,Cats,Rehomed,Northern Territory,356
2009,Cats,Rehomed,Queensland,4764
2009,Cats,Rehomed,South Australia,1674
2009,Cats,Rehomed,Tasmania,912
2009,Cats,Rehomed,Victoria,4899
2009,Cats,Rehomed,Western Australia,935
2009,Cats,Currently In Care,Australian Capital Territory,139
2009,Cats,Currently In Care,New South Wales,1142
2009,Cats,Currently In Care,Northern Territory,55
2009,Cats,Currently In Care,Queensland,708
2009,Cats,Currently In Care,South Australia,120
2009,Cats,Currently In Care,Tasmania,172
2009,Cats,Currently In Care,Victoria,250
2009,Cats,Currently In Care,Western Australia,69
2009,Cats,Transferred,Australian Capital Territory,0
2009,Cats,Transferred,New South Wales,740
2009,Cats,Transferred,Northern Territory,0
2009,Cats,Transferred,Queensland,228
2009,Cats,Transferred,South Australia,13
2009,Cats,Transferred,Tasmania,60
2009,Cats,Transferred,Victoria,704
2009,Cats,Transferred,Western Australia,0
2009,Cats,Euthanized,Australian Capital Territory,1133
2009,Cats,Euthanized,New South Wales,13084
2009,Cats,Euthanized,Northern Territory,177
2009,Cats,Euthanized,Queensland,9303
2009,Cats,Euthanized,South Australia,4028
2009,Cats,Euthanized,Tasmania,1682
2009,Cats,Euthanized,Victoria,9086
2009,Cats,Euthanized,Western Australia,149
2009,Cats,Other,Australian Capital Territory,50
2009,Cats,Other,New South Wales,185
2009,Cats,Other,Northern Territory,12
2009,Cats,Other,Queensland,249
2009,Cats,Other,South Australia,239
2009,Cats,Other,Tasmania,26
2009,Cats,Other,Victoria,17
2009,Cats,Other,Western Australia,0
2009,Horses,Reclaimed,Australian Capital Territory,0
2009,Horses,Reclaimed,New South Wales,20
2009,Horses,Reclaimed,Northern Territory,0
2009,Horses,Reclaimed,Queensland,13
2009,Horses,Reclaimed,South Australia,0
2009,Horses,Reclaimed,Tasmania,1
2009,Horses,Reclaimed,Victoria,14
2009,Horses,Reclaimed,Western Australia,0
2009,Horses,Rehomed,Australian Capital Territory,2
2009,Horses,Rehomed,New South Wales,37
2009,Horses,Rehomed,Northern Territory,0
2009,Horses,Rehomed,Queensland,20
2009,Horses,Rehomed,South Australia,1
2009,Horses,Rehomed,Tasmania,23
2009,Horses,Rehomed,Victoria,22
2009,Horses,Rehomed,Western Australia,7
2009,Horses,Currently In Care,Australian Capital Territory,1
2009,Horses,Currently In Care,New South Wales,22
2009,Horses,Currently In Care,Northern Territory,0
2009,Horses,Currently In Care,Queensland,10
2009,Horses,Currently In Care,South Australia,1
2009,Horses,Currently In Care,Tasmania,9
2009,Horses,Currently In Care,Victoria,6
2009,Horses,Currently In Care,Western Australia,5
2009,Horses,Transferred,Australian Capital Territory,0
2009,Horses,Transferred,New South Wales,0
2009,Horses,Transferred,Northern Territory,0
2009,Horses,Transferred,Queensland,14
2009,Horses,Transferred,South Australia,0
2009,Horses,Transferred,Tasmania,0
2009,Horses,Transferred,Victoria,0
2009,Horses,Transferred,Western Australia,0
2009,Horses,Euthanized,Australian Capital Territory,1
2009,Horses,Euthanized,New South Wales,14
2009,Horses,Euthanized,Northern Territory,0
2009,Horses,Euthanized,Queensland,4
2009,Horses,Euthanized,South Australia,0
2009,Horses,Euthanized,Tasmania,1
2009,Horses,Euthanized,Victoria,3
2009,Horses,Euthanized,Western Australia,4
2009,Horses,Other,Australian Capital Territory,0
2009,Horses,Other,New South Wales,0
2009,Horses,Other,Northern Territory,0
2009,Horses,Other,Queensland,1
2009,Horses,Other,South Australia,0
2009,Horses,Other,Tasmania,0
2009,Horses,Other,Victoria,0
2009,Horses,Other,Western Australia,0
2009,Livestock,Reclaimed,Australian Capital Territory,2
2009,Livestock,Reclaimed,New South Wales,119
2009,Livestock,Reclaimed,Northern Territory,0
2009,Livestock,Reclaimed,Queensland,41
2009,Livestock,Reclaimed,South Australia,14
2009,Livestock,Reclaimed,Tasmania,10
2009,Livestock,Reclaimed,Victoria,155
2009,Livestock,Reclaimed,Western Australia,0
2009,Livestock,Rehomed,Australian Capital Territory,66
2009,Livestock,Rehomed,New South Wales,431
2009,Livestock,Rehomed,Northern Territory,0
2009,Livestock,Rehomed,Queensland,446
2009,Livestock,Rehomed,South Australia,462
2009,Livestock,Rehomed,Tasmania,85
2009,Livestock,Rehomed,Victoria,347
2009,Livestock,Rehomed,Western Australia,86
2009,Livestock,Currently In Care,Australian Capital Territory,24
2009,Livestock,Currently In Care,New South Wales,220
2009,Livestock,Currently In Care,Northern Territory,0
2009,Livestock,Currently In Care,Queensland,70
2009,Livestock,Currently In Care,South Australia,3
2009,Livestock,Currently In Care,Tasmania,55
2009,Livestock,Currently In Care,Victoria,14
2009,Livestock,Currently In Care,Western Australia,0
2009,Livestock,Transferred,Australian Capital Territory,0
2009,Livestock,Transferred,New South Wales,5
2009,Livestock,Transferred,Northern Territory,0
2009,Livestock,Transferred,Queensland,31
2009,Livestock,Transferred,South Australia,0
2009,Livestock,Transferred,Tasmania,0
2009,Livestock,Transferred,Victoria,0
2009,Livestock,Transferred,Western Australia,0
2009,Livestock,Euthanized,Australian Capital Territory,7
2009,Livestock,Euthanized,New South Wales,419
2009,Livestock,Euthanized,Northern Territory,0
2009,Livestock,Euthanized,Queensland,395
2009,Livestock,Euthanized,South Australia,43
2009,Livestock,Euthanized,Tasmania,49
2009,Livestock,Euthanized,Victoria,147
2009,Livestock,Euthanized,Western Australia,4
2009,Livestock,Other,Australian Capital Territory,0
2009,Livestock,Other,New South Wales,15
2009,Livestock,Other,Northern Territory,0
2009,Livestock,Other,Queensland,49
2009,Livestock,Other,South Australia,0
2009,Livestock,Other,Tasmania,7
2009,Livestock,Other,Victoria,43
2009,Livestock,Other,Western Australia,0
2009,Wildlife,Released,Australian Capital Territory,1180
2009,Wildlife,Released,New South Wales,48
2009,Wildlife,Released,Northern Territory,0
2009,Wildlife,Released,Queensland,1360
2009,Wildlife,Released,South Australia,164
2009,Wildlife,Released,Tasmania,24
2009,Wildlife,Released,Victoria,9
2009,Wildlife,Released,Western Australia,0
2009,Wildlife,Currently In Care,Australian Capital Territory,107
2009,Wildlife,Currently In Care,New South Wales,48
2009,Wildlife,Currently In Care,Northern Territory,0
2009,Wildlife,Currently In Care,Queensland,21
2009,Wildlife,Currently In Care,South Australia,3
2009,Wildlife,Currently In Care,Tasmania,0
2009,Wildlife,Currently In Care,Victoria,6
2009,Wildlife,Currently In Care,Western Australia,0
2009,Wildlife,Transferred,Australian Capital Territory,3
2009,Wildlife,Transferred,New South Wales,303
2009,Wildlife,Transferred,Northern Territory,0
2009,Wildlife,Transferred,Queensland,111
2009,Wildlife,Transferred,South Australia,146
2009,Wildlife,Transferred,Tasmania,46
2009,Wildlife,Transferred,Victoria,688
2009,Wildlife,Transferred,Western Australia,0
2009,Wildlife,Euthanized,Australian Capital Territory,1241
2009,Wildlife,Euthanized,New South Wales,485
2009,Wildlife,Euthanized,Northern Territory,0
2009,Wildlife,Euthanized,Queensland,3769
2009,Wildlife,Euthanized,South Australia,450
2009,Wildlife,Euthanized,Tasmania,178
2009,Wildlife,Euthanized,Victoria,806
2009,Wildlife,Euthanized,Western Australia,1
2009,Wildlife,Other,Australian Capital Territory,815
2009,Wildlife,Other,New South Wales,313
2009,Wildlife,Other,Northern Territory,0
2009,Wildlife,Other,Queensland,574
2009,Wildlife,Other,South Australia,109
2009,Wildlife,Other,Tasmania,44
2009,Wildlife,Other,Victoria,218
2009,Wildlife,Other,Western Australia,0
2009,Other Animals,Reclaimed,Australian Capital Territory,23
2009,Other Animals,Reclaimed,New South Wales,44
2009,Other Animals,Reclaimed,Northern Territory,4
2009,Other Animals,Reclaimed,Queensland,70
2009,Other Animals,Reclaimed,South Australia,19
2009,Other Animals,Reclaimed,Tasmania,14
2009,Other Animals,Reclaimed,Victoria,59
2009,Other Animals,Reclaimed,Western Australia,0
2009,Other Animals,Rehomed,Australian Capital Territory,436
2009,Other Animals,Rehomed,New South Wales,596
2009,Other Animals,Rehomed,Northern Territory,4
2009,Other Animals,Rehomed,Queensland,759
2009,Other Animals,Rehomed,South Australia,316
2009,Other Animals,Rehomed,Tasmania,191
2009,Other Animals,Rehomed,Victoria,411
2009,Other Animals,Rehomed,Western Australia,44
2009,Other Animals,Currently In Care,Australian Capital Territory,45
2009,Other Animals,Currently In Care,New South Wales,22
2009,Other Animals,Currently In Care,Northern Territory,1
2009,Other Animals,Currently In Care,Queensland,50
2009,Other Animals,Currently In Care,South Australia,16
2009,Other Animals,Currently In Care,Tasmania,25
2009,Other Animals,Currently In Care,Victoria,53
2009,Other Animals,Currently In Care,Western Australia,0
2009,Other Animals,Transferred,Australian Capital Territory,0
2009,Other Animals,Transferred,New South Wales,38
2009,Other Animals,Transferred,Northern Territory,0
2009,Other Animals,Transferred,Queensland,158
2009,Other Animals,Transferred,South Australia,56
2009,Other Animals,Transferred,Tasmania,45
2009,Other Animals,Transferred,Victoria,0
2009,Other Animals,Transferred,Western Australia,0
2009,Other Animals,Euthanized,Australian Capital Territory,181
2009,Other Animals,Euthanized,New South Wales,1722
2009,Other Animals,Euthanized,Northern Territory,3
2009,Other Animals,Euthanized,Queensland,516
2009,Other Animals,Euthanized,South Australia,171
2009,Other Animals,Euthanized,Tasmania,30
2009,Other Animals,Euthanized,Victoria,686
2009,Other Animals,Euthanized,Western Australia,7
2009,Other Animals,Other,Australian Capital Territory,34
2009,Other Animals,Other,New South Wales,115
2009,Other Animals,Other,Northern Territory,0
2009,Other Animals,Other,Queensland,114
2009,Other Animals,Other,South Australia,0
2009,Other Animals,Other,Tasmania,12
2009,Other Animals,Other,Victoria,127
2009,Other Animals,Other,Western Australia,0
2010,Dogs,Reclaimed,Australian Capital Territory,923
2010,Dogs,Reclaimed,New South Wales,5039
2010,Dogs,Reclaimed,Northern Territory,146
2010,Dogs,Reclaimed,Queensland,5703
2010,Dogs,Reclaimed,South Australia,2131
2010,Dogs,Reclaimed,Tasmania,621
2010,Dogs,Reclaimed,Victoria,8831
2010,Dogs,Reclaimed,Western Australia,534
2010,Dogs,Rehomed,Australian Capital Territory,434
2010,Dogs,Rehomed,New South Wales,5052
2010,Dogs,Rehomed,Northern Territory,345
2010,Dogs,Rehomed,Queensland,5462
2010,Dogs,Rehomed,South Australia,1136
2010,Dogs,Rehomed,Tasmania,639
2010,Dogs,Rehomed,Victoria,4665
2010,Dogs,Rehomed,Western Australia,665
2010,Dogs,Currently In Care,Australian Capital Territory,59
2010,Dogs,Currently In Care,New South Wales,805
2010,Dogs,Currently In Care,Northern Territory,20
2010,Dogs,Currently In Care,Queensland,868
2010,Dogs,Currently In Care,South Australia,73
2010,Dogs,Currently In Care,Tasmania,110
2010,Dogs,Currently In Care,Victoria,456
2010,Dogs,Currently In Care,Western Australia,64
2010,Dogs,Transferred,Australian Capital Territory,219
2010,Dogs,Transferred,New South Wales,1612
2010,Dogs,Transferred,Northern Territory,0
2010,Dogs,Transferred,Queensland,447
2010,Dogs,Transferred,South Australia,402
2010,Dogs,Transferred,Tasmania,60
2010,Dogs,Transferred,Victoria,5
2010,Dogs,Transferred,Western Australia,1
2010,Dogs,Euthanized,Australian Capital Territory,105
2010,Dogs,Euthanized,New South Wales,8209
2010,Dogs,Euthanized,Northern Territory,225
2010,Dogs,Euthanized,Queensland,6618
2010,Dogs,Euthanized,South Australia,1012
2010,Dogs,Euthanized,Tasmania,239
2010,Dogs,Euthanized,Victoria,2893
2010,Dogs,Euthanized,Western Australia,282
2010,Dogs,Other,Australian Capital Territory,11
2010,Dogs,Other,New South Wales,242
2010,Dogs,Other,Northern Territory,4
2010,Dogs,Other,Queensland,156
2010,Dogs,Other,South Australia,6
2010,Dogs,Other,Tasmania,21
2010,Dogs,Other,Victoria,22
2010,Dogs,Other,Western Australia,3
2010,Cats,Reclaimed,Australian Capital Territory,161
2010,Cats,Reclaimed,New South Wales,470
2010,Cats,Reclaimed,Northern Territory,16
2010,Cats,Reclaimed,Queensland,699
2010,Cats,Reclaimed,South Australia,132
2010,Cats,Reclaimed,Tasmania,83
2010,Cats,Reclaimed,Victoria,819
2010,Cats,Reclaimed,Western Australia,6
2010,Cats,Rehomed,Australian Capital Territory,1221
2010,Cats,Rehomed,New South Wales,4554
2010,Cats,Rehomed,Northern Territory,353
2010,Cats,Rehomed,Queensland,4933
2010,Cats,Rehomed,South Australia,1513
2010,Cats,Rehomed,Tasmania,1078
2010,Cats,Rehomed,Victoria,4668
2010,Cats,Rehomed,Western Australia,684
2010,Cats,Currently In Care,Australian Capital Territory,121
2010,Cats,Currently In Care,New South Wales,1338
2010,Cats,Currently In Care,Northern Territory,21
2010,Cats,Currently In Care,Queensland,783
2010,Cats,Currently In Care,South Australia,92
2010,Cats,Currently In Care,Tasmania,294
2010,Cats,Currently In Care,Victoria,297
2010,Cats,Currently In Care,Western Australia,23
2010,Cats,Transferred,Australian Capital Territory,1
2010,Cats,Transferred,New South Wales,1118
2010,Cats,Transferred,Northern Territory,0
2010,Cats,Transferred,Queensland,256
2010,Cats,Transferred,South Australia,58
2010,Cats,Transferred,Tasmania,22
2010,Cats,Transferred,Victoria,559
2010,Cats,Transferred,Western Australia,0
2010,Cats,Euthanized,Australian Capital Territory,1252
2010,Cats,Euthanized,New South Wales,13031
2010,Cats,Euthanized,Northern Territory,228
2010,Cats,Euthanized,Queensland,9566
2010,Cats,Euthanized,South Australia,2630
2010,Cats,Euthanized,Tasmania,1667
2010,Cats,Euthanized,Victoria,8527
2010,Cats,Euthanized,Western Australia,276
2010,Cats,Other,Australian Capital Territory,109
2010,Cats,Other,New South Wales,192
2010,Cats,Other,Northern Territory,16
2010,Cats,Other,Queensland,218
2010,Cats,Other,South Australia,481
2010,Cats,Other,Tasmania,24
2010,Cats,Other,Victoria,15
2010,Cats,Other,Western Australia,12
2010,Horses,Reclaimed,Australian Capital Territory,0
2010,Horses,Reclaimed,New South Wales,11
2010,Horses,Reclaimed,Northern Territory,0
2010,Horses,Reclaimed,Queensland,16
2010,Horses,Reclaimed,South Australia,0
2010,Horses,Reclaimed,Tasmania,0
2010,Horses,Reclaimed,Victoria,4
2010,Horses,Reclaimed,Western Australia,0
2010,Horses,Rehomed,Australian Capital Territory,1
2010,Horses,Rehomed,New South Wales,40
2010,Horses,Rehomed,Northern Territory,0
2010,Horses,Rehomed,Queensland,15
2010,Horses,Rehomed,South Australia,1
2010,Horses,Rehomed,Tasmania,21
2010,Horses,Rehomed,Victoria,5
2010,Horses,Rehomed,Western Australia,8
2010,Horses,Currently In Care,Australian Capital Territory,1
2010,Horses,Currently In Care,New South Wales,11
2010,Horses,Currently In Care,Northern Territory,0
2010,Horses,Currently In Care,Queensland,13
2010,Horses,Currently In Care,South Australia,0
2010,Horses,Currently In Care,Tasmania,1
2010,Horses,Currently In Care,Victoria,19
2010,Horses,Currently In Care,Western Australia,5
2010,Horses,Transferred,Australian Capital Territory,0
2010,Horses,Transferred,New South Wales,1
2010,Horses,Transferred,Northern Territory,0
2010,Horses,Transferred,Queensland,11
2010,Horses,Transferred,South Australia,0
2010,Horses,Transferred,Tasmania,0
2010,Horses,Transferred,Victoria,0
2010,Horses,Transferred,Western Australia,0
2010,Horses,Euthanized,Australian Capital Territory,0
2010,Horses,Euthanized,New South Wales,12
2010,Horses,Euthanized,Northern Territory,0
2010,Horses,Euthanized,Queensland,8
2010,Horses,Euthanized,South Australia,8
2010,Horses,Euthanized,Tasmania,1
2010,Horses,Euthanized,Victoria,1
2010,Horses,Euthanized,Western Australia,2
2010,Horses,Other,Australian Capital Territory,0
2010,Horses,Other,New South Wales,0
2010,Horses,Other,Northern Territory,0
2010,Horses,Other,Queensland,0
2010,Horses,Other,South Australia,0
2010,Horses,Other,Tasmania,0
2010,Horses,Other,Victoria,0
2010,Horses,Other,Western Australia,0
2010,Livestock,Reclaimed,Australian Capital Territory,3
2010,Livestock,Reclaimed,New South Wales,107
2010,Livestock,Reclaimed,Northern Territory,4
2010,Livestock,Reclaimed,Queensland,46
2010,Livestock,Reclaimed,South Australia,1
2010,Livestock,Reclaimed,Tasmania,9
2010,Livestock,Reclaimed,Victoria,34
2010,Livestock,Reclaimed,Western Australia,0
2010,Livestock,Rehomed,Australian Capital Territory,88
2010,Livestock,Rehomed,New South Wales,422
2010,Livestock,Rehomed,Northern Territory,0
2010,Livestock,Rehomed,Queensland,451
2010,Livestock,Rehomed,South Australia,20
2010,Livestock,Rehomed,Tasmania,160
2010,Livestock,Rehomed,Victoria,241
2010,Livestock,Rehomed,Western Australia,133
2010,Livestock,Currently In Care,Australian Capital Territory,13
2010,Livestock,Currently In Care,New South Wales,234
2010,Livestock,Currently In Care,Northern Territory,0
2010,Livestock,Currently In Care,Queensland,62
2010,Livestock,Currently In Care,South Australia,2
2010,Livestock,Currently In Care,Tasmania,15
2010,Livestock,Currently In Care,Victoria,16
2010,Livestock,Currently In Care,Western Australia,11
2010,Livestock,Transferred,Australian Capital Territory,0
2010,Livestock,Transferred,New South Wales,61
2010,Livestock,Transferred,Northern Territory,0
2010,Livestock,Transferred,Queensland,58
2010,Livestock,Transferred,South Australia,0
2010,Livestock,Transferred,Tasmania,1
2010,Livestock,Transferred,Victoria,0
2010,Livestock,Transferred,Western Australia,0
2010,Livestock,Euthanized,Australian Capital Territory,19
2010,Livestock,Euthanized,New South Wales,417
2010,Livestock,Euthanized,Northern Territory,0
2010,Livestock,Euthanized,Queensland,324
2010,Livestock,Euthanized,South Australia,80
2010,Livestock,Euthanized,Tasmania,62
2010,Livestock,Euthanized,Victoria,163
2010,Livestock,Euthanized,Western Australia,22
2010,Livestock,Other,Australian Capital Territory,6
2010,Livestock,Other,New South Wales,14
2010,Livestock,Other,Northern Territory,0
2010,Livestock,Other,Queensland,73
2010,Livestock,Other,South Australia,1
2010,Livestock,Other,Tasmania,3
2010,Livestock,Other,Victoria,56
2010,Livestock,Other,Western Australia,0
2010,Wildlife,Released,Australian Capital Territory,894
2010,Wildlife,Released,New South Wales,39
2010,Wildlife,Released,Northern Territory,0
2010,Wildlife,Released,Queensland,827
2010,Wildlife,Released,South Australia,25
2010,Wildlife,Released,Tasmania,13
2010,Wildlife,Released,Victoria,41
2010,Wildlife,Released,Western Australia,1
2010,Wildlife,Currently In Care,Australian Capital Territory,120
2010,Wildlife,Currently In Care,New South Wales,48
2010,Wildlife,Currently In Care,Northern Territory,0
2010,Wildlife,Currently In Care,Queensland,66
2010,Wildlife,Currently In Care,South Australia,0
2010,Wildlife,Currently In Care,Tasmania,12
2010,Wildlife,Currently In Care,Victoria,18
2010,Wildlife,Currently In Care,Western Australia,0
2010,Wildlife,Transferred,Australian Capital Territory,31
2010,Wildlife,Transferred,New South Wales,301
2010,Wildlife,Transferred,Northern Territory,0
2010,Wildlife,Transferred,Queensland,1675
2010,Wildlife,Transferred,South Australia,98
2010,Wildlife,Transferred,Tasmania,60
2010,Wildlife,Transferred,Victoria,593
2010,Wildlife,Transferred,Western Australia,0
2010,Wildlife,Euthanized,Australian Capital Territory,1542
2010,Wildlife,Euthanized,New South Wales,483
2010,Wildlife,Euthanized,Northern Territory,0
2010,Wildlife,Euthanized,Queensland,3986
2010,Wildlife,Euthanized,South Australia,186
2010,Wildlife,Euthanized,Tasmania,103
2010,Wildlife,Euthanized,Victoria,730
2010,Wildlife,Euthanized,Western Australia,3
2010,Wildlife,Other,Australian Capital Territory,653
2010,Wildlife,Other,New South Wales,308
2010,Wildlife,Other,Northern Territory,0
2010,Wildlife,Other,Queensland,848
2010,Wildlife,Other,South Australia,10
2010,Wildlife,Other,Tasmania,22
2010,Wildlife,Other,Victoria,212
2010,Wildlife,Other,Western Australia,2
2010,Other Animals,Reclaimed,Australian Capital Territory,35
2010,Other Animals,Reclaimed,New South Wales,34
2010,Other Animals,Reclaimed,Northern Territory,1
2010,Other Animals,Reclaimed,Queensland,68
2010,Other Animals,Reclaimed,South Australia,16
2010,Other Animals,Reclaimed,Tasmania,13
2010,Other Animals,Reclaimed,Victoria,58
2010,Other Animals,Reclaimed,Western Australia,0
2010,Other Animals,Rehomed,Australian Capital Territory,329
2010,Other Animals,Rehomed,New South Wales,456
2010,Other Animals,Rehomed,Northern Territory,3
2010,Other Animals,Rehomed,Queensland,647
2010,Other Animals,Rehomed,South Australia,248
2010,Other Animals,Rehomed,Tasmania,180
2010,Other Animals,Rehomed,Victoria,614
2010,Other Animals,Rehomed,Western Australia,0
2010,Other Animals,Currently In Care,Australian Capital Territory,37
2010,Other Animals,Currently In Care,New South Wales,15
2010,Other Animals,Currently In Care,Northern Territory,0
2010,Other Animals,Currently In Care,Queensland,91
2010,Other Animals,Currently In Care,South Australia,8
2010,Other Animals,Currently In Care,Tasmania,55
2010,Other Animals,Currently In Care,Victoria,88
2010,Other Animals,Currently In Care,Western Australia,0
2010,Other Animals,Transferred,Australian Capital Territory,0
2010,Other Animals,Transferred,New South Wales,106
2010,Other Animals,Transferred,Northern Territory,0
2010,Other Animals,Transferred,Queensland,428
2010,Other Animals,Transferred,South Australia,11
2010,Other Animals,Transferred,Tasmania,14
2010,Other Animals,Transferred,Victoria,0
2010,Other Animals,Transferred,Western Australia,0
2010,Other Animals,Euthanized,Australian Capital Territory,129
2010,Other Animals,Euthanized,New South Wales,1472
2010,Other Animals,Euthanized,Northern Territory,13
2010,Other Animals,Euthanized,Queensland,426
2010,Other Animals,Euthanized,South Australia,382
2010,Other Animals,Euthanized,Tasmania,42
2010,Other Animals,Euthanized,Victoria,873
2010,Other Animals,Euthanized,Western Australia,0
2010,Other Animals,Other,Australian Capital Territory,46
2010,Other Animals,Other,New South Wales,85
2010,Other Animals,Other,Northern Territory,0
2010,Other Animals,Other,Queensland,87
2010,Other Animals,Other,South Australia,14
2010,Other Animals,Other,Tasmania,68
2010,Other Animals,Other,Victoria,84
2010,Other Animals,Other,Western Australia,0
2011,Dogs,Reclaimed,Australian Capital Territory,967
2011,Dogs,Reclaimed,New South Wales,896
2011,Dogs,Reclaimed,Northern Territory,141
2011,Dogs,Reclaimed,Queensland,5132
2011,Dogs,Reclaimed,South Australia,2044
2011,Dogs,Reclaimed,Tasmania,666
2011,Dogs,Reclaimed,Victoria,8204
2011,Dogs,Reclaimed,Western Australia,566
2011,Dogs,Rehomed,Australian Capital Territory,358
2011,Dogs,Rehomed,New South Wales,4921
2011,Dogs,Rehomed,Northern Territory,376
2011,Dogs,Rehomed,Queensland,5988
2011,Dogs,Rehomed,South Australia,946
2011,Dogs,Rehomed,Tasmania,681
2011,Dogs,Rehomed,Victoria,4249
2011,Dogs,Rehomed,Western Australia,456
2011,Dogs,Currently In Care,Australian Capital Territory,100
2011,Dogs,Currently In Care,New South Wales,633
2011,Dogs,Currently In Care,Northern Territory,50
2011,Dogs,Currently In Care,Queensland,746
2011,Dogs,Currently In Care,South Australia,30
2011,Dogs,Currently In Care,Tasmania,102
2011,Dogs,Currently In Care,Victoria,525
2011,Dogs,Currently In Care,Western Australia,101
2011,Dogs,Transferred,Australian Capital Territory,245
2011,Dogs,Transferred,New South Wales,609
2011,Dogs,Transferred,Northern Territory,0
2011,Dogs,Transferred,Queensland,802
2011,Dogs,Transferred,South Australia,323
2011,Dogs,Transferred,Tasmania,56
2011,Dogs,Transferred,Victoria,7
2011,Dogs,Transferred,Western Australia,0
2011,Dogs,Euthanized,Australian Capital Territory,117
2011,Dogs,Euthanized,New South Wales,4862
2011,Dogs,Euthanized,Northern Territory,150
2011,Dogs,Euthanized,Queensland,5242
2011,Dogs,Euthanized,South Australia,899
2011,Dogs,Euthanized,Tasmania,327
2011,Dogs,Euthanized,Victoria,2306
2011,Dogs,Euthanized,Western Australia,308
2011,Dogs,Other,Australian Capital Territory,20
2011,Dogs,Other,New South Wales,68
2011,Dogs,Other,Northern Territory,4
2011,Dogs,Other,Queensland,118
2011,Dogs,Other,South Australia,42
2011,Dogs,Other,Tasmania,8
2011,Dogs,Other,Victoria,169
2011,Dogs,Other,Western Australia,3
2011,Cats,Reclaimed,Australian Capital Territory,226
2011,Cats,Reclaimed,New South Wales,243
2011,Cats,Reclaimed,Northern Territory,16
2011,Cats,Reclaimed,Queensland,580
2011,Cats,Reclaimed,South Australia,125
2011,Cats,Reclaimed,Tasmania,69
2011,Cats,Reclaimed,Victoria,898
2011,Cats,Reclaimed,Western Australia,9
2011,Cats,Rehomed,Australian Capital Territory,1243
2011,Cats,Rehomed,New South Wales,4589
2011,Cats,Rehomed,Northern Territory,289
2011,Cats,Rehomed,Queensland,6191
2011,Cats,Rehomed,South Australia,1441
2011,Cats,Rehomed,Tasmania,1390
2011,Cats,Rehomed,Victoria,4900
2011,Cats,Rehomed,Western Australia,446
2011,Cats,Currently In Care,Australian Capital Territory,71
2011,Cats,Currently In Care,New South Wales,1241
2011,Cats,Currently In Care,Northern Territory,115
2011,Cats,Currently In Care,Queensland,767
2011,Cats,Currently In Care,South Australia,62
2011,Cats,Currently In Care,Tasmania,190
2011,Cats,Currently In Care,Victoria,515
2011,Cats,Currently In Care,Western Australia,35
2011,Cats,Transferred,Australian Capital Territory,0
2011,Cats,Transferred,New South Wales,731
2011,Cats,Transferred,Northern Territory,0
2011,Cats,Transferred,Queensland,174
2011,Cats,Transferred,South Australia,105
2011,Cats,Transferred,Tasmania,44
2011,Cats,Transferred,Victoria,365
2011,Cats,Transferred,Western Australia,0
2011,Cats,Euthanized,Australian Capital Territory,822
2011,Cats,Euthanized,New South Wales,9531
2011,Cats,Euthanized,Northern Territory,188
2011,Cats,Euthanized,Queensland,5684
2011,Cats,Euthanized,South Australia,2125
2011,Cats,Euthanized,Tasmania,1113
2011,Cats,Euthanized,Victoria,4952
2011,Cats,Euthanized,Western Australia,236
2011,Cats,Other,Australian Capital Territory,38
2011,Cats,Other,New South Wales,74
2011,Cats,Other,Northern Territory,19
2011,Cats,Other,Queensland,204
2011,Cats,Other,South Australia,84
2011,Cats,Other,Tasmania,33
2011,Cats,Other,Victoria,152
2011,Cats,Other,Western Australia,12
2011,Horses,Reclaimed,Australian Capital Territory,0
2011,Horses,Reclaimed,New South Wales,7
2011,Horses,Reclaimed,Northern Territory,0
2011,Horses,Reclaimed,Queensland,22
2011,Horses,Reclaimed,South Australia,0
2011,Horses,Reclaimed,Tasmania,0
2011,Horses,Reclaimed,Victoria,0
2011,Horses,Reclaimed,Western Australia,0
2011,Horses,Rehomed,Australian Capital Territory,1
2011,Horses,Rehomed,New South Wales,31
2011,Horses,Rehomed,Northern Territory,0
2011,Horses,Rehomed,Queensland,19
2011,Horses,Rehomed,South Australia,4
2011,Horses,Rehomed,Tasmania,8
2011,Horses,Rehomed,Victoria,10
2011,Horses,Rehomed,Western Australia,2
2011,Horses,Currently In Care,Australian Capital Territory,0
2011,Horses,Currently In Care,New South Wales,51
2011,Horses,Currently In Care,Northern Territory,0
2011,Horses,Currently In Care,Queensland,12
2011,Horses,Currently In Care,South Australia,0
2011,Horses,Currently In Care,Tasmania,5
2011,Horses,Currently In Care,Victoria,13
2011,Horses,Currently In Care,Western Australia,4
2011,Horses,Transferred,Australian Capital Territory,0
2011,Horses,Transferred,New South Wales,0
2011,Horses,Transferred,Northern Territory,0
2011,Horses,Transferred,Queensland,8
2011,Horses,Transferred,South Australia,0
2011,Horses,Transferred,Tasmania,0
2011,Horses,Transferred,Victoria,0
2011,Horses,Transferred,Western Australia,0
2011,Horses,Euthanized,Australian Capital Territory,1
